Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,5000,188,2404.10,4662,0,0.00,0,1.39,2.08,3.15,0.00
1.00,2.00,0.80,0.60,5000,240,2561.83,4955,0,0.00,0,1.35,2.09,3.18,0.00
1.00,2.00,0.80,0.40,5000,183,2615.87,4827,0,0.00,0,1.51,2.10,3.19,0.00
1.00,2.00,0.80,0.80,5000,315,2737.73,4768,0,0.00,0,1.41,2.14,2.94,0.00
1.00,2.00,0.80,0.10,5000,219,1762.33,4958,0,0.00,0,1.56,2.18,3.13,0.00
1.00,2.00,0.80,0.70,5000,327,2488.10,4703,0,0.00,0,1.52,2.19,3.20,0.00
1.00,2.00,0.80,0.20,5000,331,2294.67,4952,0,0.00,0,1.31,2.19,2.81,0.00
1.00,2.00,0.80,0.30,5000,376,2898.33,4977,0,0.00,0,1.58,2.21,2.98,0.00
1.00,2.00,0.80,0.00,5000,159,2378.97,4612,0,0.00,0,1.41,2.21,3.32,0.00
1.00,2.00,0.80,0.50,5000,199,2732.80,4931,0,0.00,0,1.61,2.22,2.92,0.00
1.00,2.00,0.80,1.00,5000,117,2395.70,4986,0,0.00,0,1.62,2.28,3.60,0.00
