Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,491,2399.97,4874,0,0.00,0,1.32,1.89,3.24,0.00
1.00,2.00,0.80,0.80,5000,213,2584.33,4804,0,0.00,0,1.32,2.03,2.62,0.00
1.00,2.00,0.80,0.70,5000,175,2365.67,4799,0,0.00,0,1.35,2.05,2.79,0.00
1.00,2.00,0.80,1.00,5000,200,2110.63,4604,0,0.00,0,1.48,2.05,2.72,0.00
1.00,2.00,0.80,0.40,5000,227,2279.47,4747,0,0.00,0,1.51,2.06,3.02,0.00
1.00,2.00,0.80,0.20,5000,241,2405.87,4638,0,0.00,0,1.34,2.09,2.74,0.00
1.00,2.00,0.80,0.60,5000,246,2326.67,4972,0,0.00,0,1.23,2.10,3.06,0.00
1.00,2.00,0.80,0.90,5000,292,2443.27,4861,0,0.00,0,1.09,2.14,3.15,0.00
1.00,2.00,0.80,0.50,5000,226,1799.73,4825,0,0.00,0,1.24,2.16,3.25,0.00
1.00,2.00,0.80,0.10,5000,226,2490.30,4976,0,0.00,0,1.43,2.16,3.10,0.00
1.00,2.00,0.80,0.00,5000,159,2378.97,4612,0,0.00,0,1.41,2.21,3.32,0.00
