Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,100,0,4.72,14,0,0.00,0,0.27,0.27,0.27,0.00
cycle-cover,1.00,2.00,0.80,0.90,100,0,5.70,13,0,0.00,0,0.27,0.27,0.27,0.00
msa-heuristic,1.00,2.00,0.80,0.40,100,0,5.78,13,0,0.00,0,0.27,0.27,0.27,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,26,69.08,98,0,0.00,0,0.27,0.28,0.41,0.00
