Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,0,20.28,98,0,0.00,0,0.56,1.39,1.86,0.00
cycle-cover-patching,1.00,2.00,0.80,1.00,100,0,3.42,90,0,0.00,0,0.51,1.64,1.69,0.00
cycle-cover,1.00,2.00,0.80,0.90,100,21,70.78,99,0,0.00,0,0.73,3.42,8.00,0.00
baseline,1.00,2.00,0.80,0.00,100,12,69.94,99,0,0.00,0,0.00,4.76,11.54,2.00
rooted-msa,1.00,2.00,0.80,0.30,100,22,71.42,99,0,0.00,0,0.17,5.12,10.30,0.00
strict-msa,1.00,2.00,0.80,0.40,100,27,73.08,99,0,0.00,0,0.73,5.49,11.43,0.00
