Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,100,0,4.50,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.40,100,0,4.63,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.60,100,0,4.73,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.00,100,0,5.03,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.70,100,0,5.17,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.50,100,0,5.20,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.10,100,0,5.27,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.80,100,0,5.77,15,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,1.00,100,0,5.77,12,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.90,100,0,6.00,17,0,0.00,0,0.27,0.27,0.27,0.00
1.00,2.00,0.80,0.30,100,0,6.03,18,0,0.00,0,0.27,0.27,0.27,0.00
