Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,100,1,18.54,97,19,8181.00,686,0.00,0.00,0.00,100.00
cycle-cover,1.00,2.00,0.80,0.60,100,6,23.60,97,73,10324.00,688,0.00,0.00,0.00,100.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.30,100,0,15.30,51,7,6959.00,404,0.00,0.00,0.00,100.00
msa-heuristic,1.00,2.00,0.80,0.70,100,0,18.38,97,12,8339.00,681,0.00,0.00,0.00,100.00
