Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,320,2659.50,4971,0,0.00,0,0.00,2.12,6.01,10.00
1.00,2.00,0.80,1.00,5000,426,2750.13,4764,0,0.00,0,0.00,2.40,6.78,3.33
1.00,2.00,0.80,0.40,5000,382,2663.27,4982,0,0.00,0,0.00,2.40,6.52,3.33
1.00,2.00,0.80,0.70,5000,218,2703.40,4971,0,0.00,0,0.00,2.78,11.72,3.33
1.00,2.00,0.80,0.90,5000,200,2556.23,4987,0,0.00,0,0.30,2.90,10.01,0.00
1.00,2.00,0.80,0.30,5000,178,2723.07,4929,0,0.00,0,0.00,3.07,9.53,10.00
1.00,2.00,0.80,0.60,5000,183,2743.40,4955,0,0.00,0,0.00,3.17,9.71,3.33
1.00,2.00,0.80,0.50,5000,287,2112.23,4782,0,0.00,0,0.38,3.32,9.70,0.00
1.00,2.00,0.80,0.20,5000,459,2459.03,4840,0,0.00,0,0.43,3.45,10.27,0.00
1.00,2.00,0.80,0.10,5000,445,2728.47,4895,0,0.00,0,0.00,3.69,11.25,3.33
1.00,2.00,0.80,0.00,5000,470,2597.03,4954,0,0.00,0,0.56,4.54,10.04,0.00
