Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,12090,5,182.28,950,47721,388306814.00,8388699,0.00,0.09,0.16,6.00
cycle-cover,1.00,2.00,0.80,0.90,12090,8,160.46,872,68929,368107142.00,8497571,0.00,0.10,0.20,12.00
strict-msa,1.00,2.00,0.80,0.40,12090,70,3997.24,11958,1418898,90822308.00,2251136,0.77,1.20,1.46,0.00
baseline,1.00,2.00,0.80,0.00,12090,239,5033.10,11903,1429130,90607213.00,2272886,0.97,1.21,1.42,0.00
rooted-msa,1.00,2.00,0.80,0.30,12090,319,6200.12,12063,1439953,91376110.00,2464880,0.93,1.24,1.38,0.00
