Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,5000,124,1155.66,4810,57552,36640630.00,1128481,0.00,0.13,0.22,20.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.80,5000,118,1575.72,4679,120959,42512358.00,1166661,0.00,0.20,2.54,16.00
baseline,1.00,2.00,0.80,0.00,5000,115,1126.16,4432,67317,40255289.00,1505033,0.00,0.44,2.47,26.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,110,1642.94,4146,66995,44451126.00,1419292,0.00,0.47,2.29,6.00
