Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,4020,134,1607.83,3586,0,0.00,0,0.93,1.09,1.30,0.00
1.00,2.00,0.80,0.30,4020,156,1835.77,3848,0,0.00,0,0.82,1.09,1.25,0.00
1.00,2.00,0.80,0.10,4020,158,1383.20,3583,0,0.00,0,0.87,1.11,1.30,0.00
1.00,2.00,0.80,0.40,4020,149,1389.50,2763,0,0.00,0,0.94,1.13,1.46,0.00
1.00,2.00,0.80,0.60,4020,699,2237.80,3815,0,0.00,0,0.93,1.14,1.41,0.00
1.00,2.00,0.80,0.50,4020,307,1923.97,3566,0,0.00,0,0.96,1.14,1.37,0.00
1.00,2.00,0.80,0.70,4020,1179,2586.67,3938,0,0.00,0,0.91,1.22,1.53,0.00
1.00,2.00,0.80,1.00,4020,1438,2735.17,3629,0,0.00,0,0.75,1.28,1.57,0.00
1.00,2.00,0.80,0.80,4020,1272,2407.27,3900,0,0.00,0,1.10,1.28,1.53,0.00
1.00,2.00,0.80,0.90,4020,1359,2767.07,3971,0,0.00,0,0.80,1.30,1.66,0.00
