Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,94,1514.80,4818,32073,37725939.00,1336672,0.00,0.07,0.74,52.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,66,1238.02,4417,27351,42793912.00,1596918,0.00,0.24,1.91,40.00
baseline,1.00,2.00,0.80,0.00,5000,85,1514.00,4823,59224,47010291.00,1707069,0.00,0.33,1.91,38.00
cycle-cover,1.00,2.00,0.80,0.80,5000,112,1376.88,4759,47725,46064125.00,1436931,0.00,0.40,1.91,30.00
