Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,500,32,258.18,491,0,0.00,0,0.34,1.23,2.84,0.00
msa-support,1.00,2.00,0.80,0.90,500,37,296.28,492,0,0.00,0,0.45,2.30,3.94,0.00
baseline,1.00,2.00,0.80,0.00,500,152,362.98,499,0,0.00,0,1.20,2.70,4.55,0.00
