Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,0.00,5640,6,49.80,297,0,0.00,0,0.48,0.49,0.49,0.00
1.00,2.00,0.80,0.80,0.00,5640,12,245.57,2418,0,0.00,0,0.48,0.49,0.49,0.00
1.00,2.00,0.80,1.00,0.00,5640,0,0.00,0,0,0.00,0,0.49,0.49,0.49,0.00
1.00,2.00,0.80,0.70,0.00,5640,12,342.13,3596,0,0.00,0,0.48,0.49,0.50,0.00
1.00,2.00,0.80,0.50,0.00,5640,17,419.00,2806,0,0.00,0,0.42,0.49,0.50,0.00
1.00,2.00,0.80,0.40,0.00,5640,33,212.90,1815,0,0.00,0,0.43,0.50,0.50,0.00
1.00,2.00,0.80,0.60,0.00,5640,17,216.37,1114,0,0.00,0,0.48,0.50,0.50,0.00
1.00,2.00,0.80,0.80,0.50,5640,19,2627.57,5144,0,0.00,0,0.45,0.50,0.59,0.00
1.00,2.00,0.80,0.30,0.00,5640,108,484.10,1879,0,0.00,0,0.45,0.50,0.51,0.00
1.00,2.00,0.80,0.90,0.50,5640,214,2428.93,4664,0,0.00,0,0.47,0.50,0.58,0.00
1.00,2.00,0.80,1.00,0.50,5640,18,2560.20,5142,0,0.00,0,0.47,0.50,0.58,0.00
1.00,2.00,0.80,0.70,0.50,5640,251,3045.67,5324,0,0.00,0,0.44,0.52,0.59,0.00
1.00,2.00,0.80,0.50,0.50,5640,394,2210.27,5164,0,0.00,0,0.45,0.52,0.59,0.00
1.00,2.00,0.80,0.60,0.50,5640,53,2373.57,4741,0,0.00,0,0.46,0.52,0.59,0.00
1.00,2.00,0.80,0.90,0.25,5640,1,482.30,2646,0,0.00,0,0.52,0.52,0.55,0.00
1.00,2.00,0.80,0.40,0.50,5640,264,1916.83,5162,0,0.00,0,0.46,0.53,0.59,0.00
1.00,2.00,0.80,0.90,0.75,5640,8,1639.97,5286,0,0.00,0,0.51,0.53,0.57,0.00
1.00,2.00,0.80,1.00,0.25,5640,0,324.77,1085,0,0.00,0,0.52,0.53,0.54,0.00
1.00,2.00,0.80,0.80,0.25,5640,16,801.87,2991,0,0.00,0,0.52,0.53,0.56,0.00
1.00,2.00,0.80,0.30,0.50,5640,100,2102.67,5138,0,0.00,0,0.45,0.53,0.66,0.00
1.00,2.00,0.80,1.00,0.75,5640,14,750.60,2439,0,0.00,0,0.49,0.53,0.56,0.00
1.00,2.00,0.80,0.80,0.75,5640,17,1397.23,3044,0,0.00,0,0.49,0.54,0.57,0.00
1.00,2.00,0.80,0.70,0.75,5640,23,1859.53,4944,0,0.00,0,0.51,0.54,0.58,0.00
1.00,2.00,0.80,0.50,0.75,5640,117,1168.77,3251,0,0.00,0,0.51,0.54,0.57,0.00
1.00,2.00,0.80,0.70,0.25,5640,24,448.37,2059,0,0.00,0,0.52,0.54,0.56,0.00
1.00,2.00,0.80,0.60,0.75,5640,188,1183.43,3709,0,0.00,0,0.51,0.54,0.57,0.00
1.00,2.00,0.80,0.20,0.00,5640,422,2047.43,4582,0,0.00,0,0.40,0.55,0.70,0.00
1.00,2.00,0.80,0.60,0.25,5640,27,421.67,2278,0,0.00,0,0.52,0.55,0.56,0.00
1.00,2.00,0.80,0.50,0.25,5640,26,624.00,4019,0,0.00,0,0.53,0.55,0.56,0.00
1.00,2.00,0.80,0.40,0.75,5640,513,1584.27,4467,0,0.00,0,0.52,0.55,0.67,0.00
1.00,2.00,0.80,0.40,0.25,5640,67,537.10,3563,0,0.00,0,0.50,0.55,0.57,0.00
1.00,2.00,0.80,0.30,0.25,5640,93,762.87,2314,0,0.00,0,0.55,0.56,0.60,0.00
1.00,2.00,0.80,0.30,0.75,5640,297,1891.40,5195,0,0.00,0,0.50,0.63,0.84,0.00
1.00,2.00,0.80,0.20,0.50,5640,354,2748.07,5335,0,0.00,0,0.45,0.64,0.89,0.00
1.00,2.00,0.80,0.20,0.25,5640,758,2257.50,4849,0,0.00,0,0.47,0.65,0.91,0.00
1.00,2.00,0.80,0.90,1.00,5640,22,1814.63,5375,0,0.00,0,0.66,0.69,0.73,0.00
1.00,2.00,0.80,1.00,1.00,5640,3,792.23,3386,0,0.00,0,0.66,0.70,0.72,0.00
1.00,2.00,0.80,0.80,1.00,5640,9,1589.80,4817,0,0.00,0,0.67,0.71,0.73,0.00
1.00,2.00,0.80,0.60,1.00,5640,33,1687.73,5185,0,0.00,0,0.67,0.71,0.73,0.00
1.00,2.00,0.80,0.70,1.00,5640,26,1531.17,4750,0,0.00,0,0.67,0.71,0.74,0.00
1.00,2.00,0.80,0.50,1.00,5640,102,2041.37,5294,0,0.00,0,0.67,0.71,0.74,0.00
1.00,2.00,0.80,0.40,1.00,5640,417,1939.70,5279,0,0.00,0,0.50,0.71,0.79,0.00
1.00,2.00,0.80,0.20,1.00,5640,296,2698.30,4970,0,0.00,0,0.52,0.72,1.00,0.00
1.00,2.00,0.80,0.30,1.00,5640,643,2456.87,4290,0,0.00,0,0.53,0.72,0.87,0.00
1.00,2.00,0.80,0.20,0.75,5640,925,2644.93,5016,0,0.00,0,0.51,0.73,0.94,0.00
1.00,2.00,0.80,0.10,0.25,5640,671,3097.87,5106,0,0.00,0,0.46,0.80,1.03,0.00
1.00,2.00,0.80,0.10,0.50,5640,726,3044.27,5371,0,0.00,0,0.56,0.81,1.16,0.00
1.00,2.00,0.80,0.10,0.00,5640,731,2641.13,4753,0,0.00,0,0.55,0.86,1.20,0.00
1.00,2.00,0.80,0.10,0.75,5640,562,2844.93,5127,0,0.00,0,0.67,0.87,1.15,0.00
1.00,2.00,0.80,0.10,1.00,5640,972,3460.30,5381,0,0.00,0,0.67,0.89,1.37,0.00
