Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5640,380,2055.27,4845,0,0.00,0,0.40,0.89,1.10,0.00
1.00,2.00,0.80,0.40,5640,17,1723.97,4807,0,0.00,0,0.65,0.91,1.10,0.00
1.00,2.00,0.80,0.50,5640,337,2134.13,5153,0,0.00,0,0.63,0.91,1.04,0.00
1.00,2.00,0.80,0.90,5640,315,2193.73,4866,0,0.00,0,0.66,0.93,1.12,0.00
1.00,2.00,0.80,0.80,5640,285,2671.60,5270,0,0.00,0,0.69,0.93,1.14,0.00
1.00,2.00,0.80,1.00,5640,254,1782.83,3599,0,0.00,0,0.50,0.94,1.16,0.00
1.00,2.00,0.80,0.10,5640,136,2596.87,5386,0,0.00,0,0.54,0.94,1.20,0.00
1.00,2.00,0.80,0.20,5640,9,2124.43,4590,0,0.00,0,0.59,0.95,1.09,0.00
1.00,2.00,0.80,0.70,5640,8,2509.10,5332,0,0.00,0,0.70,0.97,1.13,0.00
1.00,2.00,0.80,0.60,5640,19,2063.23,5181,0,0.00,0,0.85,0.98,1.09,0.00
