Metric,Value
Instance,dc176
Dimension,176
Unique found-optimal tours,0
Unique found-optimal edges,0
Raw CMSA found-optimal edge coverage [%],0.00
Threshold CMSA threshold,0.800000
Threshold CMSA edges,160
Threshold CMSA precision [%],0.00
Threshold CMSA recall [%],0.00
Threshold CMSA lift,0.000000
Top CMSA edges,175
Top CMSA precision [%],0.00
Top CMSA recall [%],0.00
Top CMSA lift,0.000000
Top CMSA avg tour coverage [%],0.00
Top CMSA best tour coverage [%],0.00
