Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,19,815.70,3341,0,0.00,0,1.02,1.22,1.57,0.00
1.00,2.00,0.80,0.80,5000,6,125.50,319,0,0.00,0,1.12,1.35,1.63,0.00
1.00,2.00,0.80,0.70,5000,11,309.90,1255,0,0.00,0,1.05,1.35,1.51,0.00
1.00,2.00,0.80,0.60,5000,11,680.80,2220,0,0.00,0,1.16,1.38,1.67,0.00
1.00,2.00,0.80,0.90,5000,8,311.90,1937,0,0.00,0,1.13,1.41,1.67,0.00
1.00,2.00,0.80,0.50,5000,0,180.60,396,0,0.00,0,1.25,1.55,1.71,0.00
1.00,2.00,0.80,0.40,5000,4,752.10,3326,0,0.00,0,1.57,1.65,1.71,0.00
1.00,2.00,0.80,0.30,5000,3,381.90,1533,0,0.00,0,1.37,1.78,1.84,0.00
1.00,2.00,0.80,0.20,5000,3,613.60,3382,0,0.00,0,1.70,1.84,2.00,0.00
1.00,2.00,0.80,0.10,5000,86,958.40,3753,0,0.00,0,1.71,1.86,2.07,0.00
1.00,2.00,0.80,0.00,5000,4,267.80,854,0,0.00,0,2.31,2.39,2.47,0.00
