Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,13,1660.00,4958,0,0.00,0,1.91,2.27,2.62,0.00
1.00,2.00,0.80,0.20,5000,10,537.10,3619,0,0.00,0,2.21,2.28,2.39,0.00
1.00,2.00,0.80,0.30,5000,10,969.40,3939,0,0.00,0,2.03,2.28,2.40,0.00
1.00,2.00,0.80,0.10,5000,8,284.00,1034,0,0.00,0,2.21,2.29,2.35,0.00
1.00,2.00,0.80,0.50,5000,112,1434.70,3098,0,0.00,0,2.01,2.33,2.53,0.00
1.00,2.00,0.80,0.40,5000,5,1114.80,4719,0,0.00,0,2.25,2.34,2.42,0.00
1.00,2.00,0.80,0.70,5000,163,1460.90,4861,0,0.00,0,2.17,2.38,2.57,0.00
1.00,2.00,0.80,0.00,5000,4,267.80,854,0,0.00,0,2.31,2.39,2.47,0.00
1.00,2.00,0.80,0.90,5000,6,1419.80,4155,0,0.00,0,2.28,2.41,2.57,0.00
1.00,2.00,0.80,0.60,5000,28,823.70,4305,0,0.00,0,2.32,2.42,2.57,0.00
1.00,2.00,0.80,0.80,5000,141,860.60,4953,0,0.00,0,2.17,2.45,2.56,0.00
