Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,8,721.80,3543,0,0.00,0,2.12,2.29,2.42,0.00
1.00,2.00,0.80,0.40,5000,9,1239.90,4767,0,0.00,0,2.05,2.29,2.41,0.00
1.00,2.00,0.80,0.10,5000,14,328.60,1100,0,0.00,0,2.20,2.31,2.48,0.00
1.00,2.00,0.80,0.20,5000,44,395.50,1460,0,0.00,0,2.22,2.31,2.39,0.00
1.00,2.00,0.80,0.50,5000,45,822.40,3035,0,0.00,0,2.15,2.37,2.53,0.00
1.00,2.00,0.80,0.00,5000,4,267.80,854,0,0.00,0,2.31,2.39,2.47,0.00
1.00,2.00,0.80,0.80,5000,111,519.20,1556,0,0.00,0,2.13,2.43,2.67,0.00
1.00,2.00,0.80,0.90,5000,3,635.30,2423,0,0.00,0,2.32,2.48,2.57,0.00
1.00,2.00,0.80,0.60,5000,15,286.40,1248,0,0.00,0,2.39,2.50,2.57,0.00
1.00,2.00,0.80,0.70,5000,109,1195.90,4224,0,0.00,0,2.39,2.52,2.62,0.00
1.00,2.00,0.80,1.00,5000,33,494.90,3409,0,0.00,0,2.35,2.61,2.89,0.00
