Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,10,429.40,1321,0,0.00,0,1.49,1.64,1.83,0.00
1.00,2.00,0.80,0.40,5000,6,1077.60,3676,0,0.00,0,1.29,1.64,1.84,0.00
1.00,2.00,0.80,0.30,5000,6,518.60,3043,0,0.00,0,1.25,1.65,1.83,0.00
1.00,2.00,0.80,0.90,5000,32,737.00,3806,0,0.00,0,1.51,1.65,1.82,0.00
1.00,2.00,0.80,0.60,5000,7,605.80,2719,0,0.00,0,1.50,1.66,1.76,0.00
1.00,2.00,0.80,0.70,5000,0,786.40,4796,0,0.00,0,1.43,1.67,1.87,0.00
1.00,2.00,0.80,1.00,5000,3,1102.50,4305,0,0.00,0,1.54,1.68,1.79,0.00
1.00,2.00,0.80,0.50,5000,9,700.90,3347,0,0.00,0,1.61,1.72,1.81,0.00
1.00,2.00,0.80,0.20,5000,26,663.60,2439,0,0.00,0,1.69,1.92,2.10,0.00
1.00,2.00,0.80,0.10,5000,4,1111.80,4241,0,0.00,0,1.87,2.15,2.32,0.00
1.00,2.00,0.80,0.00,5000,4,267.80,854,0,0.00,0,2.31,2.39,2.47,0.00
