Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,42,293.97,1318,0,0.00,0,0.84,1.00,1.16,0.00
1.00,2.00,0.80,0.20,5000,42,196.17,650,0,0.00,0,0.86,1.01,1.16,0.00
1.00,2.00,0.80,0.70,5000,41,355.10,2580,0,0.00,0,0.77,1.02,1.16,0.00
1.00,2.00,0.80,1.00,5000,6,512.20,3091,0,0.00,0,0.84,1.02,1.18,0.00
1.00,2.00,0.80,0.40,5000,47,320.67,3971,0,0.00,0,0.86,1.02,1.16,0.00
1.00,2.00,0.80,0.30,5000,48,173.50,856,0,0.00,0,0.81,1.03,1.16,0.00
1.00,2.00,0.80,0.10,5000,36,124.37,502,0,0.00,0,0.88,1.03,1.18,0.00
1.00,2.00,0.80,0.00,5000,33,258.47,2077,0,0.00,0,0.89,1.03,1.16,0.00
1.00,2.00,0.80,0.50,5000,32,301.60,1992,0,0.00,0,0.89,1.04,1.16,0.00
1.00,2.00,0.80,0.90,5000,15,173.20,1296,0,0.00,0,0.84,1.06,1.19,0.00
1.00,2.00,0.80,0.60,5000,19,450.57,4808,0,0.00,0,0.92,1.06,1.19,0.00
