Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,27,225.87,1649,0,0.00,0,0.89,1.02,1.17,0.00
1.00,2.00,0.80,0.70,5000,18,228.13,1586,0,0.00,0,0.85,1.03,1.18,0.00
1.00,2.00,0.80,0.10,5000,44,283.77,1669,0,0.00,0,0.86,1.03,1.16,0.00
1.00,2.00,0.80,0.60,5000,23,350.60,4782,0,0.00,0,0.91,1.03,1.18,0.00
1.00,2.00,0.80,0.30,5000,11,219.30,2670,0,0.00,0,0.88,1.03,1.17,0.00
1.00,2.00,0.80,0.80,5000,26,927.60,4567,0,0.00,0,0.83,1.03,1.14,0.00
1.00,2.00,0.80,0.00,5000,33,258.47,2077,0,0.00,0,0.89,1.03,1.16,0.00
1.00,2.00,0.80,0.50,5000,25,241.37,2146,0,0.00,0,0.92,1.03,1.18,0.00
1.00,2.00,0.80,0.20,5000,36,348.37,3856,0,0.00,0,0.93,1.04,1.22,0.00
1.00,2.00,0.80,0.40,5000,14,436.17,4708,0,0.00,0,0.93,1.05,1.19,0.00
1.00,2.00,0.80,0.90,5000,24,246.70,1778,0,0.00,0,0.86,1.07,1.19,0.00
