Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,6,370.40,2088,0,0.00,0,0.63,0.66,0.67,0.00
1.00,2.00,0.80,0.20,5000,2,38.90,162,0,0.00,0,0.64,0.66,0.67,0.00
1.00,2.00,0.80,0.40,5000,2,213.20,1253,0,0.00,0,0.66,0.66,0.66,0.00
1.00,2.00,0.80,1.00,5000,36,77.30,158,0,0.00,0,0.64,0.66,0.68,0.00
1.00,2.00,0.80,0.90,5000,23,51.20,133,0,0.00,0,0.67,0.67,0.68,0.00
1.00,2.00,0.80,0.60,5000,20,232.80,1194,0,0.00,0,0.66,0.67,0.69,0.00
1.00,2.00,0.80,0.50,5000,11,216.70,1645,0,0.00,0,0.65,0.67,0.69,0.00
1.00,2.00,0.80,0.70,5000,9,85.60,502,0,0.00,0,0.67,0.67,0.69,0.00
1.00,2.00,0.80,0.80,5000,21,148.20,948,0,0.00,0,0.66,0.67,0.69,0.00
1.00,2.00,0.80,0.10,5000,4,86.50,197,0,0.00,0,0.68,0.70,0.73,0.00
1.00,2.00,0.80,0.00,5000,33,317.90,2077,0,0.00,0,0.89,1.03,1.16,0.00
