Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,5000,60,202.90,1028,0,0.00,0,0.85,0.99,1.12,0.00
1.00,2.00,0.80,0.30,5000,50,235.20,1286,0,0.00,0,0.82,1.00,1.10,0.00
1.00,2.00,0.80,0.60,5000,79,399.90,2420,0,0.00,0,0.89,1.01,1.14,0.00
1.00,2.00,0.80,0.20,5000,62,263.70,1566,0,0.00,0,0.93,1.02,1.13,0.00
1.00,2.00,0.80,1.00,5000,56,274.10,1074,0,0.00,0,0.92,1.03,1.15,0.00
1.00,2.00,0.80,0.00,5000,33,317.90,2077,0,0.00,0,0.89,1.03,1.16,0.00
1.00,2.00,0.80,0.50,5000,40,185.20,492,0,0.00,0,0.92,1.04,1.17,0.00
1.00,2.00,0.80,0.80,5000,30,263.70,1244,0,0.00,0,0.84,1.05,1.16,0.00
1.00,2.00,0.80,0.90,5000,59,104.50,221,0,0.00,0,0.85,1.06,1.17,0.00
1.00,2.00,0.80,0.10,5000,28,103.90,285,0,0.00,0,0.98,1.06,1.17,0.00
1.00,2.00,0.80,0.40,5000,23,118.30,263,0,0.00,0,0.98,1.06,1.16,0.00
