Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,0.50,5000,36,1726.80,4978,0,0.00,0,1.69,3.27,6.03,0.00
1.00,2.00,0.80,1.00,0.50,5000,29,1693.50,4991,0,0.00,0,1.53,3.30,4.65,0.00
1.00,2.00,0.80,0.80,0.50,5000,70,2121.17,4682,0,0.00,0,1.07,3.35,6.38,0.00
1.00,2.00,0.80,0.90,0.25,5000,77,1782.07,4743,0,0.00,0,1.07,3.47,7.46,0.00
1.00,2.00,0.80,0.80,0.25,5000,68,1726.93,4617,0,0.00,0,1.07,3.48,6.13,0.00
1.00,2.00,0.80,1.00,0.25,5000,54,934.87,2245,0,0.00,0,1.07,3.50,4.60,0.00
1.00,2.00,0.80,0.70,0.50,5000,177,2135.17,4935,0,0.00,0,1.07,3.53,7.05,0.00
1.00,2.00,0.80,0.70,0.25,5000,38,1616.37,3994,0,0.00,0,1.07,3.62,6.13,0.00
1.00,2.00,0.80,0.90,1.00,5000,130,2214.67,4818,0,0.00,0,0.41,3.71,5.31,0.00
1.00,2.00,0.80,0.90,0.75,5000,44,1626.17,4755,0,0.00,0,2.20,3.77,7.66,0.00
1.00,2.00,0.80,0.70,0.75,5000,50,1938.33,4977,0,0.00,0,1.07,3.78,9.40,0.00
1.00,2.00,0.80,1.00,0.75,5000,113,1567.03,4230,0,0.00,0,1.58,3.78,4.90,0.00
1.00,2.00,0.80,0.80,0.75,5000,104,1733.20,4444,0,0.00,0,2.76,3.87,6.13,0.00
1.00,2.00,0.80,0.80,1.00,5000,55,1931.20,4708,0,0.00,0,0.31,3.95,5.36,0.00
1.00,2.00,0.80,0.60,0.25,5000,143,1564.80,4984,0,0.00,0,1.17,4.00,9.65,0.00
1.00,2.00,0.80,0.80,0.00,5000,64,1991.93,4973,0,0.00,0,1.07,4.11,7.76,0.00
1.00,2.00,0.80,0.50,0.25,5000,50,1566.13,4678,0,0.00,0,0.41,4.11,9.65,0.00
1.00,2.00,0.80,0.60,0.75,5000,189,2024.10,4997,0,0.00,0,1.74,4.13,6.54,0.00
1.00,2.00,0.80,0.60,1.00,5000,387,2747.10,4999,0,0.00,0,1.07,4.17,11.95,0.00
1.00,2.00,0.80,0.30,1.00,5000,265,2457.07,4986,0,0.00,0,1.89,4.21,8.73,0.00
1.00,2.00,0.80,0.50,0.50,5000,122,1820.73,4538,0,0.00,0,1.28,4.27,11.29,0.00
1.00,2.00,0.80,0.60,0.50,5000,37,1909.77,4950,0,0.00,0,1.74,4.28,8.99,0.00
1.00,2.00,0.80,0.90,0.00,5000,84,1994.70,4562,0,0.00,0,2.30,4.29,8.22,0.00
1.00,2.00,0.80,0.50,0.75,5000,166,2150.23,4546,0,0.00,0,0.41,4.30,11.95,0.00
1.00,2.00,0.80,0.50,1.00,5000,204,1469.17,4150,0,0.00,0,0.92,4.35,9.14,0.00
1.00,2.00,0.80,1.00,0.00,5000,145,1566.03,4709,0,0.00,0,2.09,4.35,8.99,0.00
1.00,2.00,0.80,0.40,1.00,5000,278,2067.00,4380,0,0.00,0,1.89,4.41,9.55,0.00
1.00,2.00,0.80,0.40,0.00,5000,113,1831.40,4873,0,0.00,0,1.07,4.56,9.60,0.00
1.00,2.00,0.80,0.70,0.00,5000,141,1873.93,4897,0,0.00,0,2.45,4.58,8.84,0.00
1.00,2.00,0.80,0.70,1.00,5000,160,1770.13,4932,0,0.00,0,2.50,4.70,11.95,0.00
1.00,2.00,0.80,0.40,0.25,5000,70,2102.73,4939,0,0.00,0,1.12,4.71,8.63,0.00
1.00,2.00,0.80,0.60,0.00,5000,84,1526.67,4137,0,0.00,0,1.74,4.81,10.21,0.00
1.00,2.00,0.80,0.50,0.00,5000,146,2115.33,4849,0,0.00,0,1.48,4.89,9.35,0.00
1.00,2.00,0.80,0.40,0.50,5000,73,2258.67,4913,0,0.00,0,1.07,4.89,8.43,0.00
1.00,2.00,0.80,0.30,0.25,5000,269,2355.83,4291,0,0.00,0,1.84,4.97,10.01,0.00
1.00,2.00,0.80,0.40,0.75,5000,56,1868.83,4417,0,0.00,0,1.07,5.00,10.37,0.00
1.00,2.00,0.80,0.10,0.75,5000,197,2217.10,4776,0,0.00,0,0.31,5.08,10.42,0.00
1.00,2.00,0.80,1.00,1.00,5000,189,2426.87,4740,0,0.00,0,2.55,5.10,14.25,0.00
1.00,2.00,0.80,0.10,0.25,5000,208,1708.90,4036,0,0.00,0,0.92,5.29,11.75,0.00
1.00,2.00,0.80,0.30,0.75,5000,84,1870.40,4524,0,0.00,0,1.79,5.33,9.70,0.00
1.00,2.00,0.80,0.20,0.75,5000,112,1914.97,4869,0,0.00,0,1.28,5.44,10.16,0.00
1.00,2.00,0.80,0.30,0.50,5000,146,2597.93,4972,0,0.00,0,0.97,5.49,9.09,0.00
1.00,2.00,0.80,0.20,1.00,5000,152,2307.20,4574,0,0.00,0,1.12,5.50,8.84,0.00
1.00,2.00,0.80,0.20,0.50,5000,71,2189.37,4940,0,0.00,0,0.41,5.55,10.57,0.00
1.00,2.00,0.80,0.10,1.00,5000,170,2324.77,4406,0,0.00,0,1.84,5.61,11.80,0.00
1.00,2.00,0.80,0.20,0.00,5000,158,2212.97,4750,0,0.00,0,2.71,5.95,10.52,0.00
1.00,2.00,0.80,0.10,0.00,5000,87,2752.33,4985,0,0.00,0,0.92,6.06,11.08,0.00
1.00,2.00,0.80,0.30,0.00,5000,163,2265.40,4861,0,0.00,0,2.40,6.08,12.26,0.00
1.00,2.00,0.80,0.20,0.25,5000,253,1919.43,4939,0,0.00,0,2.20,6.28,11.70,0.00
1.00,2.00,0.80,0.10,0.50,5000,433,1990.40,4923,0,0.00,0,1.63,6.44,14.56,0.00
1.00,2.00,0.80,0.00,0.00,5000,139,2133.83,4901,0,0.00,0,1.12,6.71,11.54,0.00
