Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.60,500,25,253.96,491,0,0.00,0,0.21,0.92,2.62,0.00
baseline,1.00,2.00,0.80,0.00,500,47,299.96,497,0,0.00,0,0.46,2.75,9.03,0.00
cycle-cover,1.00,2.00,0.80,0.80,500,64,296.30,490,0,0.00,0,0.21,2.75,8.51,0.00
msa-heuristic,1.00,2.00,0.80,0.90,500,47,320.80,497,0,0.00,0,0.00,3.17,7.69,2.00
