Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,5000,57,1922.27,4732,0,0.00,0,0.34,3.20,8.11,0.00
1.00,2.00,0.80,0.70,5000,233,2491.93,4774,0,0.00,0,1.01,3.22,10.29,0.00
1.00,2.00,0.80,0.80,5000,148,2302.57,4977,0,0.00,0,1.01,3.26,8.56,0.00
1.00,2.00,0.80,0.60,5000,65,1719.37,3851,0,0.00,0,0.17,3.33,9.06,0.00
1.00,2.00,0.80,1.00,5000,66,1946.93,4240,0,0.00,0,0.78,3.49,11.07,0.00
1.00,2.00,0.80,0.90,5000,79,1632.43,4018,0,0.00,0,0.34,3.62,12.02,0.00
1.00,2.00,0.80,0.50,5000,132,1964.70,4869,0,0.00,0,0.73,4.08,11.91,0.00
1.00,2.00,0.80,0.30,5000,242,1681.47,4380,0,0.00,0,1.23,4.32,12.19,0.00
1.00,2.00,0.80,0.20,5000,93,1996.37,4845,0,0.00,0,1.01,4.67,11.02,0.00
1.00,2.00,0.80,0.10,5000,200,1834.60,4898,0,0.00,0,1.01,4.71,13.76,0.00
1.00,2.00,0.80,0.00,5000,80,1784.47,4706,0,0.00,0,1.01,5.19,11.91,0.00
