Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.60,5000,113,1942.18,4965,0,0.00,0,0.33,2.81,9.73,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,528,2464.78,4953,0,0.00,0,1.23,4.99,9.91,0.00
baseline,1.00,2.00,0.80,0.00,5000,202,2682.44,4963,0,0.00,0,0.33,5.27,12.34,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,68,2327.08,4993,0,0.00,0,3.56,5.69,8.49,0.00
