Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.25,0.90,59,550,11,43.20,75,0.00,0.00,0.00,100.00,59
1.00,5.00,0.80,0.05,0.25,0.60,39,833,14,53.00,139,0.00,0.00,0.00,100.00,47
1.00,5.00,0.80,0.05,0.00,0.90,59,550,9,66.90,268,0.00,0.00,0.00,100.00,71
1.00,5.00,0.80,0.05,0.25,0.80,52,625,9,86.10,261,0.00,0.00,0.00,100.00,97
1.00,5.00,0.80,0.05,0.25,0.40,26,1250,41,95.50,265,0.00,0.00,0.00,100.00,57
1.00,5.00,0.80,0.05,0.25,0.30,20,1625,42,96.70,246,0.00,0.00,0.00,100.00,45
1.00,5.00,0.80,0.05,0.50,1.00,65,500,48,110.90,195,0.00,0.00,0.00,100.00,180
1.00,5.00,0.80,0.05,0.50,0.90,59,550,56,143.60,313,0.00,0.00,0.00,100.00,204
1.00,5.00,0.80,0.05,0.50,0.70,46,706,86,159.60,401,0.00,0.00,0.00,100.00,180
1.00,5.00,0.80,0.05,0.50,0.60,39,833,37,173.60,475,0.00,0.00,0.00,100.00,165
1.00,5.00,0.80,0.05,0.50,0.80,52,625,66,187.50,368,0.00,0.00,0.00,100.00,238
1.00,5.00,0.80,0.05,0.75,0.90,59,550,110,265.20,375,0.00,0.00,0.00,100.00,410
1.00,5.00,0.80,0.05,0.75,1.00,65,500,113,276.40,422,0.00,0.00,0.00,100.00,450
1.00,5.00,0.80,0.05,0.50,0.50,33,984,98,285.90,561,0.00,0.00,0.00,100.00,230
1.00,5.00,0.80,0.05,1.00,0.90,59,550,223,312.30,433,0.00,0.00,0.00,100.00,498
1.00,5.00,0.80,0.05,0.25,0.20,13,2500,43,332.50,939,0.00,0.00,0.00,100.00,99
1.00,5.00,0.80,0.05,0.75,0.80,52,625,169,353.90,553,0.00,0.00,0.00,100.00,462
1.00,5.00,0.80,0.05,0.75,0.60,39,833,52,357.00,543,0.00,0.00,0.00,100.00,358
1.00,5.00,0.80,0.05,0.75,0.70,46,706,143,363.20,590,0.00,0.00,0.00,100.00,420
1.00,5.00,0.80,0.05,0.50,0.40,26,1250,84,366.60,728,0.00,0.00,0.00,100.00,233
1.00,5.00,0.80,0.05,1.00,1.00,65,500,213,369.40,450,0.00,0.00,0.00,100.00,618
1.00,5.00,0.80,0.05,1.00,0.80,52,625,147,371.70,525,0.00,0.00,0.00,100.00,520
1.00,5.00,0.80,0.05,0.50,0.30,20,1625,261,504.00,1128,0.00,0.00,0.00,100.00,250
1.00,5.00,0.80,0.05,0.75,0.50,33,984,334,551.60,782,0.00,0.00,0.00,100.00,470
1.00,5.00,0.80,0.05,1.00,0.60,39,833,405,560.90,739,0.00,0.00,0.00,100.00,584
1.00,5.00,0.80,0.05,1.00,0.50,33,984,83,577.60,917,0.00,0.00,0.00,100.00,513
1.00,5.00,0.80,0.05,0.25,0.10,7,4642,95,584.40,2637,0.00,0.00,0.00,100.00,105
1.00,5.00,0.80,0.05,0.75,0.40,26,1250,66,591.00,831,0.00,0.00,0.00,100.00,408
1.00,5.00,0.80,0.05,0.50,0.20,13,2500,406,902.00,1227,0.00,0.00,0.00,100.00,300
1.00,5.00,0.80,0.05,1.00,0.30,20,1625,724,1114.70,1343,0.00,0.00,0.00,100.00,599
1.00,5.00,0.80,0.05,1.00,0.20,13,2500,940,1644.50,2235,0.00,0.00,0.00,100.00,595
1.00,5.00,0.80,0.05,0.50,0.10,7,4642,441,1647.80,3512,0.00,0.00,0.00,100.00,316
1.00,5.00,0.80,0.05,0.75,0.10,7,4642,2467,3159.50,3788,0.00,0.00,0.00,100.00,653
1.00,5.00,0.80,0.05,1.00,0.10,7,4642,2507,3412.70,4020,0.00,0.00,0.00,100.00,728
1.00,5.00,0.80,0.05,1.00,0.70,46,706,259,419.00,555,0.00,0.02,0.16,90.00,562
1.00,5.00,0.80,0.05,1.00,0.40,26,1250,578,858.10,1240,0.00,0.02,0.16,90.00,588
1.00,5.00,0.80,0.05,0.75,0.20,13,2500,694,1344.00,2184,0.00,0.04,0.38,90.00,529
1.00,5.00,0.80,0.05,0.25,0.70,46,706,11,45.80,139,0.00,0.08,0.82,90.00,109
1.00,5.00,0.80,0.05,0.25,1.00,65,500,8,48.60,105,0.00,0.08,0.82,90.00,134
1.00,5.00,0.80,0.05,0.25,0.50,33,984,6,51.10,109,0.00,0.08,0.82,90.00,100
1.00,5.00,0.80,0.05,0.00,0.20,13,2500,27,285.70,1145,0.00,0.08,0.82,90.00,113
1.00,5.00,0.80,0.05,0.00,0.30,20,1625,23,336.20,1410,0.00,0.08,0.82,90.00,163
1.00,5.00,0.80,0.05,0.75,0.30,20,1625,225,760.10,1202,0.00,0.08,0.82,90.00,437
1.00,5.00,0.80,0.05,0.00,0.10,7,4642,15,385.40,1392,0.00,0.13,0.82,80.00,175
1.00,5.00,0.80,0.05,0.00,0.80,52,625,11,39.50,134,0.00,0.24,0.82,70.00,180
1.00,5.00,0.80,0.05,0.00,1.00,65,500,11,54.00,249,0.00,0.24,0.82,70.00,198
1.00,5.00,0.80,0.05,0.00,0.60,39,833,17,75.00,213,0.00,0.24,0.82,70.00,186
1.00,5.00,0.80,0.05,0.00,0.70,46,706,8,126.80,520,0.00,0.24,0.82,70.00,241
1.00,5.00,0.80,0.05,0.00,0.40,26,1250,38,285.70,1129,0.00,0.24,0.82,70.00,280
1.00,5.00,0.80,0.05,0.00,0.50,33,984,8,69.40,356,0.00,0.33,0.82,60.00,254
