Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,61,196.40,478,0,0.00,0,0.00,0.97,2.72,20.00
1.00,2.00,0.80,1.00,500,69,202.80,450,0,0.00,0,0.00,0.99,2.45,20.00
1.00,2.00,0.80,0.40,500,74,221.00,491,0,0.00,0,0.00,1.07,3.70,20.00
1.00,2.00,0.80,0.70,500,65,176.80,411,0,0.00,0,0.00,1.12,4.40,30.00
1.00,2.00,0.80,0.00,500,89,247.20,366,0,0.00,0,0.16,1.13,2.39,0.00
1.00,2.00,0.80,0.20,500,113,221.80,414,0,0.00,0,0.00,1.31,4.68,20.00
1.00,2.00,0.80,0.30,500,30,199.90,456,0,0.00,0,0.00,1.36,3.64,10.00
1.00,2.00,0.80,0.60,500,47,196.30,405,0,0.00,0,0.00,1.49,3.70,10.00
1.00,2.00,0.80,0.50,500,39,206.50,471,0,0.00,0,0.82,1.65,3.37,0.00
1.00,2.00,0.80,0.80,500,43,198.90,452,0,0.00,0,0.00,1.88,7.50,10.00
1.00,2.00,0.80,0.10,500,63,189.50,329,0,0.00,0,0.49,1.89,7.88,0.00
