Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,500,37,264.70,494,0,0.00,0,0.00,0.91,5.17,26.67
1.00,2.00,0.80,0.70,500,55,248.03,497,0,0.00,0,0.00,1.20,5.49,20.00
1.00,2.00,0.80,0.50,500,44,239.83,467,0,0.00,0,0.00,1.42,5.27,20.00
1.00,2.00,0.80,0.00,500,35,219.03,366,0,0.00,0,0.00,1.47,5.49,6.67
1.00,2.00,0.80,0.10,500,70,246.10,478,0,0.00,0,0.00,1.62,8.10,10.00
1.00,2.00,0.80,0.90,500,58,273.10,457,0,0.00,0,0.00,1.68,9.14,10.00
1.00,2.00,0.80,0.20,500,48,250.63,493,0,0.00,0,0.00,1.86,7.23,3.33
1.00,2.00,0.80,0.30,500,68,249.90,445,0,0.00,0,0.00,1.96,8.37,10.00
1.00,2.00,0.80,0.60,500,70,293.03,499,0,0.00,0,0.00,1.98,6.09,20.00
1.00,2.00,0.80,0.80,500,59,252.60,485,0,0.00,0,0.00,2.19,9.95,10.00
1.00,2.00,0.80,0.40,500,39,232.23,476,0,0.00,0,0.00,2.30,9.14,3.33
