Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,500,47,163.60,405,0,0.00,0,0.82,1.05,2.45,0.00
1.00,2.00,0.80,0.40,500,50,176.90,282,0,0.00,0,0.00,1.07,2.34,10.00
1.00,2.00,0.80,0.20,500,45,224.20,466,0,0.00,0,0.00,1.08,2.07,20.00
1.00,2.00,0.80,0.00,500,89,247.20,366,0,0.00,0,0.16,1.13,2.39,0.00
1.00,2.00,0.80,0.50,500,45,213.90,446,0,0.00,0,0.00,1.14,2.34,10.00
1.00,2.00,0.80,1.00,500,22,169.50,405,0,0.00,0,0.00,1.19,2.23,10.00
1.00,2.00,0.80,0.70,500,53,181.40,357,0,0.00,0,0.00,1.22,2.50,10.00
1.00,2.00,0.80,0.60,500,36,195.20,460,0,0.00,0,0.60,1.23,2.01,0.00
1.00,2.00,0.80,0.90,500,37,253.80,484,0,0.00,0,0.00,1.28,3.32,10.00
1.00,2.00,0.80,0.30,500,51,209.00,399,0,0.00,0,0.00,1.44,4.68,10.00
1.00,2.00,0.80,0.10,500,95,267.90,488,0,0.00,0,0.65,1.58,5.82,0.00
