Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.30,100,3,18.36,58,0,0.00,0,0.00,0.00,0.00,100.00
baseline,1.00,2.00,0.80,0.00,100,0,23.60,97,0,0.00,0,0.00,0.00,0.22,98.00
msa-heuristic,1.00,2.00,0.80,0.70,100,0,20.12,97,0,0.00,0,0.00,0.00,0.22,98.00
cycle-cover,1.00,2.00,0.80,0.60,100,4,22.52,97,0,0.00,0,0.00,0.01,0.22,96.00
