Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.60,500,23,219.40,494,0,0.00,0,0.80,1.27,2.23,0.00
cycle-cover,1.00,2.00,0.80,0.60,500,29,263.80,485,0,0.00,0,0.34,1.33,2.78,0.00
msa-heuristic,1.00,2.00,0.80,1.00,500,66,344.86,497,0,0.00,0,0.90,2.19,3.70,0.00
baseline,1.00,2.00,0.80,0.00,500,152,362.98,499,0,0.00,0,1.20,2.70,4.55,0.00
