Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.80,5000,505,2692.88,4895,0,0.00,0,0.00,2.32,9.85,8.00
cycle-cover,1.00,2.00,0.80,0.80,5000,320,2545.52,4971,0,0.00,0,0.00,2.35,6.01,6.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,277,2451.54,4923,0,0.00,0,0.00,3.98,10.31,4.00
baseline,1.00,2.00,0.80,0.00,5000,470,2795.98,4970,0,0.00,0,0.56,4.22,10.90,0.00
