Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,1950,30,835.77,1915,0,0.00,0,0.00,0.79,1.79,16.67
1.00,2.00,0.80,0.10,1950,39,565.53,1554,0,0.00,0,0.00,0.83,1.25,3.33
1.00,2.00,0.80,0.20,1950,33,665.37,1885,0,0.00,0,0.00,0.90,3.97,10.00
1.00,2.00,0.80,1.00,1950,747,1387.23,1901,0,0.00,0,0.00,1.11,1.85,6.67
1.00,2.00,0.80,0.60,1950,221,986.13,1917,0,0.00,0,0.65,1.11,3.26,0.00
1.00,2.00,0.80,0.40,1950,115,888.13,1912,0,0.00,0,0.00,1.12,3.53,6.67
1.00,2.00,0.80,0.70,1950,253,1143.00,1872,0,0.00,0,0.00,1.19,3.75,3.33
1.00,2.00,0.80,0.50,1950,154,921.10,1825,0,0.00,0,0.00,1.24,3.97,6.67
1.00,2.00,0.80,0.80,1950,574,1200.10,1808,0,0.00,0,0.00,1.33,3.97,10.00
1.00,2.00,0.80,0.90,1950,465,1144.53,1924,0,0.00,0,0.82,1.36,1.79,0.00
