Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,5000,124,2330.50,4809,0,0.00,0,1.82,4.66,6.89,0.00
1.00,2.00,0.80,0.50,5000,133,2042.20,4568,0,0.00,0,1.86,4.80,8.50,0.00
1.00,2.00,0.80,0.10,5000,103,2363.53,4995,0,0.00,0,1.91,4.83,7.76,0.00
1.00,2.00,0.80,0.00,5000,274,2890.23,4864,0,0.00,0,1.39,4.85,9.97,0.00
1.00,2.00,0.80,0.60,5000,143,1734.67,4606,0,0.00,0,1.65,5.01,10.32,0.00
1.00,2.00,0.80,0.30,5000,43,2427.40,4942,0,0.00,0,2.60,5.17,7.80,0.00
1.00,2.00,0.80,0.40,5000,42,1990.17,4964,0,0.00,0,2.21,5.25,9.02,0.00
1.00,2.00,0.80,0.90,5000,310,2351.63,4792,0,0.00,0,2.73,5.26,8.89,0.00
1.00,2.00,0.80,0.70,5000,36,1964.20,4555,0,0.00,0,2.51,5.43,8.93,0.00
1.00,2.00,0.80,1.00,5000,116,1983.27,4565,0,0.00,0,2.95,5.45,10.92,0.00
1.00,2.00,0.80,0.80,5000,34,2330.53,4994,0,0.00,0,1.91,5.49,9.02,0.00
