Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,2,5000,105,2179.43,4813,0,0.00,0,2.43,4.99,7.98,0.00
1.00,2.00,0.80,0.90,1,5000,185,2467.37,4747,0,0.00,0,2.21,5.15,8.37,0.00
1.00,2.00,0.80,0.90,3,5000,141,2819.50,4889,0,0.00,0,1.78,5.25,10.84,0.00
