Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,5000,36,548.52,4613,14864,10445584.00,1130901,0.00,0.02,0.31,86.00
baseline,1.00,2.00,0.80,0.00,5000,53,847.04,4519,22894,22026203.00,1143188,0.00,0.04,0.31,70.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,38,650.90,4007,17961,21496083.00,1237832,0.00,0.16,2.81,66.00
