Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,10,296.36,4821,0,0.00,0,0.41,0.50,0.59,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,9,119.26,456,0,0.00,0,0.59,0.68,0.84,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,17,220.82,4600,0,0.00,0,1.03,1.18,1.32,0.00
baseline,1.00,2.00,0.80,0.00,5000,13,155.64,339,0,0.00,0,1.02,1.31,1.48,0.00
