Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
msa-support,1.00,2.00,0.80,0.90,500,39,268.26,494,0,0.00,0,1.39,4.33,17.23,0.00
cycle-cover,1.00,2.00,0.80,0.80,500,31,153.54,487,0,0.00,0,3.55,5.48,13.43,0.00
baseline,1.00,2.00,0.80,0.00,500,57,248.34,497,0,0.00,0,1.14,6.33,15.33,0.00
