Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,5000,73,586.90,4324,0,0.00,0,0.80,1.01,1.46,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,18,458.42,4035,0,0.00,0,0.85,1.20,1.27,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,69,368.96,4568,0,0.00,0,1.09,1.52,2.05,0.00
baseline,1.00,2.00,0.80,0.00,5000,27,620.26,4514,0,0.00,0,1.11,1.58,2.17,0.00
