Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,500,39,213.93,497,0,0.00,0,1.65,4.92,15.01,0.00
1.00,2.00,0.80,0.50,500,50,266.80,489,0,0.00,0,2.15,4.95,9.63,0.00
1.00,2.00,0.80,1.00,500,38,256.13,492,0,0.00,0,0.51,4.99,7.85,0.00
1.00,2.00,0.80,0.30,500,49,262.67,499,0,0.00,0,1.77,5.17,15.39,0.00
1.00,2.00,0.80,0.10,500,75,265.70,478,0,0.00,0,1.58,5.18,9.82,0.00
1.00,2.00,0.80,0.70,500,71,265.03,498,0,0.00,0,1.96,5.21,13.36,0.00
1.00,2.00,0.80,0.90,500,39,209.87,490,0,0.00,0,2.28,5.35,9.31,0.00
1.00,2.00,0.80,0.20,500,71,188.53,478,0,0.00,0,2.22,5.46,9.18,0.00
1.00,2.00,0.80,0.80,500,35,229.30,484,0,0.00,0,1.39,5.50,16.28,0.00
1.00,2.00,0.80,0.40,500,58,265.10,479,0,0.00,0,2.03,5.61,11.72,0.00
1.00,2.00,0.80,0.00,500,71,251.27,497,0,0.00,0,1.14,6.50,15.33,0.00
