Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,500,41,280.43,494,0,0.00,0,1.39,5.18,10.64,0.00
1.00,2.00,0.80,0.50,500,103,328.90,486,0,0.00,0,1.27,5.78,14.38,0.00
1.00,2.00,0.80,0.60,500,51,285.77,490,0,0.00,0,1.84,6.26,14.95,0.00
1.00,2.00,0.80,0.20,500,69,301.53,499,0,0.00,0,1.33,6.40,14.95,0.00
1.00,2.00,0.80,0.30,500,54,301.80,488,0,0.00,0,1.39,6.45,16.34,0.00
1.00,2.00,0.80,0.40,500,62,305.33,485,0,0.00,0,1.65,6.46,15.77,0.00
1.00,2.00,0.80,0.00,500,71,251.27,497,0,0.00,0,1.14,6.50,15.33,0.00
1.00,2.00,0.80,0.80,500,59,281.57,483,0,0.00,0,1.39,7.28,17.42,0.00
1.00,2.00,0.80,0.70,500,85,296.40,476,0,0.00,0,1.46,7.46,15.77,0.00
1.00,2.00,0.80,0.90,500,121,279.33,495,0,0.00,0,1.77,7.59,14.44,0.00
1.00,2.00,0.80,1.00,500,61,298.47,471,0,0.00,0,2.03,7.74,16.72,0.00
