Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,500,41,268.10,491,0,0.00,0,1.39,5.02,10.64,0.00
1.00,2.00,0.80,0.70,500,205,369.50,465,0,0.00,0,1.46,5.79,10.58,0.00
1.00,2.00,0.80,0.60,500,51,279.50,490,0,0.00,0,1.84,6.67,14.95,0.00
1.00,2.00,0.80,0.30,500,54,250.80,381,0,0.00,0,1.39,6.83,16.34,0.00
1.00,2.00,0.80,0.00,500,71,244.00,496,0,0.00,0,3.55,7.43,12.16,0.00
1.00,2.00,0.80,0.20,500,136,275.50,452,0,0.00,0,1.33,7.47,14.95,0.00
1.00,2.00,0.80,1.00,500,78,262.90,443,0,0.00,0,3.36,7.64,16.72,0.00
1.00,2.00,0.80,0.90,500,121,301.20,495,0,0.00,0,2.15,7.76,13.74,0.00
1.00,2.00,0.80,0.50,500,103,279.00,458,0,0.00,0,3.04,7.76,14.38,0.00
1.00,2.00,0.80,0.40,500,62,334.00,478,0,0.00,0,2.34,8.62,15.77,0.00
1.00,2.00,0.80,0.80,500,59,252.60,463,0,0.00,0,2.09,8.87,17.42,0.00
