Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,500,38,183.60,484,0,0.00,0,1.71,4.38,9.37,0.00
1.00,2.00,0.80,0.20,500,81,169.20,343,0,0.00,0,3.74,4.74,6.33,0.00
1.00,2.00,0.80,0.90,500,40,206.80,387,0,0.00,0,3.55,4.74,6.02,0.00
1.00,2.00,0.80,0.40,500,60,179.10,441,0,0.00,0,2.22,4.77,6.90,0.00
1.00,2.00,0.80,1.00,500,62,193.30,468,0,0.00,0,1.96,4.95,6.52,0.00
1.00,2.00,0.80,0.30,500,38,232.90,480,0,0.00,0,3.55,4.98,7.98,0.00
1.00,2.00,0.80,0.60,500,23,153.50,399,0,0.00,0,3.17,5.09,9.37,0.00
1.00,2.00,0.80,0.10,500,86,204.80,381,0,0.00,0,1.71,5.45,14.76,0.00
1.00,2.00,0.80,0.80,500,46,113.10,241,0,0.00,0,4.88,5.58,8.23,0.00
1.00,2.00,0.80,0.70,500,45,169.90,443,0,0.00,0,3.74,6.28,16.40,0.00
1.00,2.00,0.80,0.00,500,71,244.00,496,0,0.00,0,3.55,7.43,12.16,0.00
