Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,500,24,190.50,413,0,0.00,0,1.90,3.95,6.84,0.00
1.00,2.00,0.80,0.40,500,57,236.40,488,0,0.00,0,1.77,4.00,7.03,0.00
1.00,2.00,0.80,0.60,500,42,234.50,488,0,0.00,0,1.58,4.09,7.09,0.00
1.00,2.00,0.80,0.20,500,55,241.80,493,0,0.00,0,1.96,4.43,8.55,0.00
1.00,2.00,0.80,0.70,500,41,167.40,432,0,0.00,0,2.09,4.53,7.98,0.00
1.00,2.00,0.80,0.30,500,36,188.90,491,0,0.00,0,2.85,4.56,6.46,0.00
1.00,2.00,0.80,0.50,500,41,211.00,342,0,0.00,0,3.74,4.65,5.45,0.00
1.00,2.00,0.80,1.00,500,46,230.80,454,0,0.00,0,2.47,4.82,7.09,0.00
1.00,2.00,0.80,0.10,500,109,260.70,456,0,0.00,0,2.15,5.16,12.03,0.00
1.00,2.00,0.80,0.90,500,64,205.80,481,0,0.00,0,1.96,5.21,8.42,0.00
1.00,2.00,0.80,0.00,500,71,244.00,496,0,0.00,0,3.55,7.43,12.16,0.00
