Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,103,3330,2652,3136.98,3324,0,0.00,0,2.35,8.76,16.91,0.00
1.00,2.00,0.80,0.40,101,3330,2475,3134.04,3327,0,0.00,0,1.94,9.04,15.32,0.00
1.00,2.00,0.80,0.40,102,3330,2599,3076.42,3328,0,0.00,0,1.94,9.57,17.26,0.00
