Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.90,3330,894,1675.70,2782,209431,20284760.00,687803,0.00,0.00,0.00,100.00
cycle-cover-patching,1.00,2.00,0.80,1.00,3330,1402,2290.20,3080,224829,23307955.00,686499,0.00,0.00,0.00,100.00
strict-msa,1.00,2.00,0.80,0.40,3330,158,762.46,2523,54879,16194989.00,841413,0.00,0.02,0.10,82.00
baseline,1.00,2.00,0.80,0.00,3330,45,423.20,3062,20754,15527963.00,763626,0.00,0.04,0.31,66.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,3330,1676,2642.88,3310,491040,33274776.00,734864,0.00,0.08,0.77,58.00
rooted-msa,1.00,2.00,0.80,0.30,3330,219,1280.46,3093,114821,25459041.00,857988,0.00,0.09,0.31,62.00
