Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,5000,50,429.20,2162,0,0.00,0,1.96,3.27,4.53,0.00
1.00,2.00,0.80,0.60,5000,49,804.50,3930,0,0.00,0,3.13,3.38,4.31,0.00
1.00,2.00,0.80,0.90,5000,51,417.10,1953,0,0.00,0,3.13,3.40,4.81,0.00
1.00,2.00,0.80,0.40,5000,33,817.00,4236,0,0.00,0,1.62,3.48,4.81,0.00
1.00,2.00,0.80,1.00,5000,36,460.50,2228,0,0.00,0,3.13,3.52,4.81,0.00
1.00,2.00,0.80,0.80,5000,42,277.40,1427,0,0.00,0,3.13,3.59,4.81,0.00
1.00,2.00,0.80,0.20,5000,70,1509.80,4059,0,0.00,0,2.52,3.98,11.07,0.00
1.00,2.00,0.80,0.50,5000,61,586.40,4443,0,0.00,0,2.52,4.12,11.41,0.00
1.00,2.00,0.80,0.00,5000,596,1543.60,4261,0,0.00,0,1.01,4.84,10.01,0.00
1.00,2.00,0.80,0.30,5000,65,1724.90,4144,0,0.00,0,3.13,5.54,11.02,0.00
1.00,2.00,0.80,0.10,5000,92,1353.60,4231,0,0.00,0,1.17,6.06,11.41,0.00
