Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,108,1755.50,3981,0,0.00,0,0.17,2.65,4.92,0.00
1.00,2.00,0.80,0.50,5000,113,1155.40,2847,0,0.00,0,1.17,2.87,3.86,0.00
1.00,2.00,0.80,0.80,5000,149,1909.10,4791,0,0.00,0,1.23,3.64,5.76,0.00
1.00,2.00,0.80,0.40,5000,93,1026.20,4167,0,0.00,0,1.17,4.08,9.45,0.00
1.00,2.00,0.80,0.30,5000,93,2340.20,4596,0,0.00,0,1.79,4.25,7.94,0.00
1.00,2.00,0.80,0.10,5000,72,1560.20,4929,0,0.00,0,1.85,4.32,10.29,0.00
1.00,2.00,0.80,0.70,5000,244,1664.10,4452,0,0.00,0,1.01,4.45,10.18,0.00
1.00,2.00,0.80,0.60,5000,419,2636.10,4592,0,0.00,0,1.79,4.60,10.18,0.00
1.00,2.00,0.80,0.90,5000,76,1173.30,4769,0,0.00,0,3.13,4.69,10.51,0.00
1.00,2.00,0.80,0.00,5000,596,1543.60,4261,0,0.00,0,1.01,4.84,10.01,0.00
1.00,2.00,0.80,0.20,5000,210,1225.20,3039,0,0.00,0,0.34,5.46,12.02,0.00
