Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,0.50,5000,74,1054.40,3895,0,0.00,0,0.56,2.52,4.59,0.00
1.00,2.00,0.80,0.80,0.75,5000,74,1054.40,3895,0,0.00,0,0.56,2.52,4.59,0.00
1.00,2.00,0.80,0.80,1.00,5000,74,1054.40,3895,0,0.00,0,0.56,2.52,4.59,0.00
1.00,2.00,0.80,0.90,0.50,5000,83,1765.03,4629,0,0.00,0,0.00,2.56,3.97,3.33
1.00,2.00,0.80,0.90,0.75,5000,83,1765.03,4629,0,0.00,0,0.00,2.56,3.97,3.33
1.00,2.00,0.80,0.90,1.00,5000,83,1765.03,4629,0,0.00,0,0.00,2.56,3.97,3.33
1.00,2.00,0.80,0.40,0.25,5000,58,1971.73,4866,0,0.00,0,0.56,2.65,3.91,0.00
1.00,2.00,0.80,0.80,0.25,5000,108,2030.70,4123,0,0.00,0,0.34,2.66,5.03,0.00
1.00,2.00,0.80,0.70,0.50,5000,40,1533.57,4861,0,0.00,0,1.01,2.67,3.75,0.00
1.00,2.00,0.80,0.70,0.75,5000,40,1533.57,4861,0,0.00,0,1.01,2.67,3.75,0.00
1.00,2.00,0.80,0.70,1.00,5000,40,1533.57,4861,0,0.00,0,1.01,2.67,3.75,0.00
1.00,2.00,0.80,0.30,0.50,5000,78,1982.93,4913,0,0.00,0,0.17,2.70,3.97,0.00
1.00,2.00,0.80,0.30,0.75,5000,78,1982.93,4913,0,0.00,0,0.17,2.70,3.97,0.00
1.00,2.00,0.80,0.30,1.00,5000,78,1982.93,4913,0,0.00,0,0.17,2.70,3.97,0.00
1.00,2.00,0.80,0.60,0.50,5000,114,1690.03,3934,0,0.00,0,0.56,2.71,11.86,0.00
1.00,2.00,0.80,0.60,0.75,5000,114,1690.03,3934,0,0.00,0,0.56,2.71,11.86,0.00
1.00,2.00,0.80,0.60,1.00,5000,114,1690.03,3934,0,0.00,0,0.56,2.71,11.86,0.00
1.00,2.00,0.80,1.00,0.50,5000,25,1634.83,4818,0,0.00,0,1.01,2.76,4.81,0.00
1.00,2.00,0.80,1.00,0.75,5000,25,1634.83,4818,0,0.00,0,1.01,2.76,4.81,0.00
1.00,2.00,0.80,1.00,1.00,5000,25,1634.83,4818,0,0.00,0,1.01,2.76,4.81,0.00
1.00,2.00,0.80,0.40,0.50,5000,55,1912.03,4771,0,0.00,0,0.34,2.76,3.75,0.00
1.00,2.00,0.80,0.40,0.75,5000,55,1912.03,4771,0,0.00,0,0.34,2.76,3.75,0.00
1.00,2.00,0.80,0.40,1.00,5000,55,1912.03,4771,0,0.00,0,0.34,2.76,3.75,0.00
1.00,2.00,0.80,0.50,0.50,5000,59,1331.83,4897,0,0.00,0,0.34,2.80,4.53,0.00
1.00,2.00,0.80,0.50,0.75,5000,59,1331.83,4897,0,0.00,0,0.34,2.80,4.53,0.00
1.00,2.00,0.80,0.50,1.00,5000,59,1331.83,4897,0,0.00,0,0.34,2.80,4.53,0.00
1.00,2.00,0.80,0.70,0.25,5000,68,1695.33,4825,0,0.00,0,0.34,2.85,4.64,0.00
1.00,2.00,0.80,0.20,0.50,5000,47,1454.33,4467,0,0.00,0,0.56,3.02,6.82,0.00
1.00,2.00,0.80,0.20,0.75,5000,47,1454.33,4467,0,0.00,0,0.56,3.02,6.82,0.00
1.00,2.00,0.80,0.20,1.00,5000,47,1454.33,4467,0,0.00,0,0.56,3.02,6.82,0.00
1.00,2.00,0.80,0.60,0.25,5000,147,2062.07,4997,0,0.00,0,1.57,3.05,4.08,0.00
1.00,2.00,0.80,0.30,0.25,5000,118,1695.90,4630,0,0.00,0,1.01,3.16,7.72,0.00
1.00,2.00,0.80,0.50,0.25,5000,47,1537.47,4971,0,0.00,0,0.56,3.17,6.82,0.00
1.00,2.00,0.80,0.90,0.25,5000,33,1877.73,4582,0,0.00,0,0.34,3.27,4.87,0.00
1.00,2.00,0.80,0.30,0.00,5000,57,1536.47,4526,0,0.00,0,0.17,3.37,6.82,0.00
1.00,2.00,0.80,1.00,0.25,5000,205,2198.73,4547,0,0.00,0,0.34,3.37,4.59,0.00
1.00,2.00,0.80,0.20,0.25,5000,53,1429.60,4716,0,0.00,0,1.68,3.61,10.51,0.00
1.00,2.00,0.80,0.40,0.00,5000,84,1765.10,4777,0,0.00,0,1.17,3.64,9.62,0.00
1.00,2.00,0.80,0.60,0.00,5000,61,1275.57,4911,0,0.00,0,2.07,3.77,11.69,0.00
1.00,2.00,0.80,0.80,0.00,5000,70,1503.60,4292,0,0.00,0,1.79,3.78,11.13,0.00
1.00,2.00,0.80,0.10,0.00,5000,91,1582.50,4051,0,0.00,0,1.17,3.80,10.46,0.00
1.00,2.00,0.80,0.10,0.25,5000,79,1732.93,4884,0,0.00,0,0.17,3.90,9.45,0.00
1.00,2.00,0.80,1.00,0.00,5000,74,1978.97,4904,0,0.00,0,1.73,3.94,9.45,0.00
1.00,2.00,0.80,0.70,0.00,5000,113,1401.13,4514,0,0.00,0,1.01,4.09,12.25,0.00
1.00,2.00,0.80,0.90,0.00,5000,94,1701.57,4984,0,0.00,0,1.85,4.41,9.34,0.00
1.00,2.00,0.80,0.20,0.00,5000,70,1518.47,4942,0,0.00,0,0.00,4.56,11.69,6.67
1.00,2.00,0.80,0.50,0.00,5000,77,1849.37,4981,0,0.00,0,0.17,4.63,12.81,0.00
1.00,2.00,0.80,0.00,0.00,5000,80,1784.47,4706,0,0.00,0,1.01,5.19,11.91,0.00
1.00,2.00,0.80,0.10,0.50,5000,112,1490.70,4805,0,0.00,0,1.01,5.22,11.07,0.00
1.00,2.00,0.80,0.10,0.75,5000,112,1490.70,4805,0,0.00,0,1.01,5.22,11.07,0.00
1.00,2.00,0.80,0.10,1.00,5000,112,1490.70,4805,0,0.00,0,1.01,5.22,11.07,0.00
