Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,0.70,26,138,0,16.80,43,0.00,0.00,0.00,100.00,4
1.00,5.00,0.80,0.05,0.50,0.60,22,163,9,19.30,35,0.00,0.00,0.00,100.00,3
1.00,5.00,0.80,0.05,0.50,0.40,15,240,9,19.40,30,0.00,0.00,0.00,100.00,2
1.00,5.00,0.80,0.05,0.75,1.00,36,100,6,20.00,43,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.25,0.40,15,240,8,22.80,51,0.00,0.00,0.00,100.00,2
1.00,5.00,0.80,0.05,0.75,0.80,29,124,14,25.10,44,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,1.00,1.00,36,100,8,26.00,51,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,0.50,0.50,18,200,5,26.90,50,0.00,0.00,0.00,100.00,4
1.00,5.00,0.80,0.05,0.75,0.70,26,138,14,30.60,69,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.50,0.20,8,450,13,34.00,81,0.00,0.00,0.00,100.00,2
1.00,5.00,0.80,0.05,0.50,0.30,11,327,13,35.30,106,0.00,0.00,0.00,100.00,3
1.00,5.00,0.80,0.05,1.00,0.90,33,109,14,35.60,50,0.00,0.00,0.00,100.00,12
1.00,5.00,0.80,0.05,0.75,0.60,22,163,16,36.70,70,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.75,0.50,18,200,23,43.40,91,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.75,0.40,15,240,12,46.70,98,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,1.00,0.70,26,138,29,49.20,68,0.00,0.00,0.00,100.00,13
1.00,5.00,0.80,0.05,1.00,0.40,15,240,6,61.80,109,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,1.00,0.60,22,163,25,62.20,97,0.00,0.00,0.00,100.00,14
1.00,5.00,0.80,0.05,0.75,0.30,11,327,28,76.10,110,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,1.00,0.50,18,200,66,78.70,94,0.00,0.00,0.00,100.00,14
1.00,5.00,0.80,0.05,0.75,0.20,8,450,50,100.40,189,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,1.00,0.30,11,327,98,138.40,215,0.00,0.00,0.00,100.00,16
1.00,5.00,0.80,0.05,0.75,0.10,4,900,51,178.00,425,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,1.00,0.20,8,450,142,200.90,270,0.00,0.00,0.00,100.00,18
1.00,5.00,0.80,0.05,0.25,0.60,22,163,4,20.10,88,0.00,0.01,0.14,90.00,4
1.00,5.00,0.80,0.05,0.75,0.90,33,109,7,28.10,83,0.00,0.01,0.14,90.00,9
1.00,5.00,0.80,0.05,0.25,0.10,4,900,10,45.70,141,0.00,0.01,0.14,90.00,4
1.00,5.00,0.80,0.05,1.00,0.80,29,124,27,46.70,109,0.00,0.01,0.14,90.00,14
1.00,5.00,0.80,0.05,0.50,0.10,4,900,6,141.20,590,0.00,0.01,0.14,90.00,7
1.00,5.00,0.80,0.05,0.25,0.70,26,138,5,14.30,39,0.00,0.03,0.14,80.00,7
1.00,5.00,0.80,0.05,0.25,0.90,33,109,7,14.40,24,0.00,0.03,0.14,80.00,8
