Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,20,62.37,96,0,0.00,0,0.00,1.33,6.25,10.00
1.00,2.00,0.80,0.80,100,18,51.73,98,0,0.00,0,0.14,1.50,5.97,0.00
1.00,2.00,0.80,0.90,100,19,48.13,94,0,0.00,0,0.14,1.50,5.57,0.00
1.00,2.00,0.80,0.70,100,22,57.93,98,0,0.00,0,0.00,1.57,5.16,6.67
1.00,2.00,0.80,0.60,100,24,57.67,95,0,0.00,0,0.00,1.69,4.82,6.67
1.00,2.00,0.80,0.50,100,22,53.23,97,0,0.00,0,0.14,1.75,4.07,0.00
1.00,2.00,0.80,0.20,100,17,54.53,98,0,0.00,0,0.00,1.82,5.02,6.67
1.00,2.00,0.80,0.40,100,21,62.20,96,0,0.00,0,0.00,1.99,5.23,3.33
1.00,2.00,0.80,0.30,100,18,64.90,97,0,0.00,0,0.14,2.38,5.63,0.00
1.00,2.00,0.80,0.10,100,19,56.97,99,0,0.00,0,0.00,2.43,5.50,3.33
1.00,2.00,0.80,0.00,100,23,65.60,99,0,0.00,0,0.00,2.69,6.18,3.33
