Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.25,0.90,154,5551,779,2190.00,4478,0.00,0.04,0.33,80.00,35489
1.00,5.00,0.80,0.05,0.25,0.50,86,9941,302,3134.20,7392,0.00,0.11,0.33,60.00,42933
1.00,5.00,0.80,0.05,0.00,0.40,69,12391,194,3111.10,9906,0.00,0.14,1.38,90.00,15820
1.00,5.00,0.80,0.05,0.25,0.30,52,16442,299,3308.60,5281,0.00,0.16,0.91,70.00,30471
1.00,5.00,0.80,0.05,0.25,0.80,137,6240,346,2228.60,4046,0.00,0.16,0.33,50.00,41909
1.00,5.00,0.80,0.05,0.25,0.40,69,12391,383,3650.20,8259,0.00,0.23,0.91,50.00,42563
1.00,5.00,0.80,0.05,0.00,0.30,52,16442,93,3400.80,11401,0.00,0.26,0.91,30.00,37830
1.00,5.00,0.80,0.05,0.50,0.20,35,24428,3687,11883.10,19369,0.00,0.27,0.91,70.00,56383
1.00,5.00,0.80,0.05,0.00,0.10,18,47500,585,11035.40,34454,0.00,0.29,1.38,50.00,31867
1.00,5.00,0.80,0.05,0.25,0.10,18,47500,263,18878.10,31829,0.00,0.30,0.91,50.00,52578
1.00,5.00,0.80,0.05,0.00,1.00,171,5000,44,1342.20,4069,0.00,0.32,1.38,50.00,30411
1.00,5.00,0.80,0.05,0.25,1.00,171,5000,41,819.60,1491,0.00,0.33,1.38,50.00,37736
1.00,5.00,0.80,0.05,0.00,0.20,35,24428,35,3908.40,14944,0.00,0.34,1.71,60.00,25277
1.00,5.00,0.80,0.05,0.00,0.70,120,7125,111,977.40,2508,0.00,0.36,1.38,30.00,37051
1.00,5.00,0.80,0.05,0.25,0.70,120,7125,104,1886.00,5158,0.00,0.36,1.38,40.00,43241
1.00,5.00,0.80,0.05,0.50,0.80,137,6240,727,3436.40,6093,0.00,0.37,0.91,20.00,66953
1.00,5.00,0.80,0.05,0.50,0.50,86,9941,861,5324.80,9247,0.00,0.37,0.91,40.00,61414
1.00,5.00,0.80,0.05,0.25,0.60,103,8300,140,2534.10,4646,0.00,0.40,0.91,30.00,54214
1.00,5.00,0.80,0.05,0.75,0.90,154,5551,2332,3879.10,5036,0.00,0.43,0.91,10.00,75116
1.00,5.00,0.80,0.05,0.25,0.20,35,24428,151,5010.20,17466,0.00,0.44,0.91,40.00,47896
1.00,5.00,0.80,0.05,0.50,1.00,171,5000,897,2479.80,3962,0.00,0.45,0.91,10.00,64742
1.00,5.00,0.80,0.05,0.00,0.60,103,8300,20,1250.20,7222,0.00,0.46,1.38,40.00,29736
1.00,5.00,0.80,0.05,1.00,0.80,137,6240,3925,4921.90,5766,0.33,0.46,0.91,0.00,79749
1.00,5.00,0.80,0.05,0.50,0.70,120,7125,923,3867.60,6838,0.00,0.47,0.91,30.00,64651
1.00,5.00,0.80,0.05,0.50,0.40,69,12391,1261,5355.10,11367,0.00,0.49,0.91,20.00,65432
1.00,5.00,0.80,0.05,0.00,0.50,86,9941,64,2048.10,7153,0.00,0.50,1.38,40.00,35819
1.00,5.00,0.80,0.05,0.75,0.80,137,6240,2718,4222.80,5889,0.00,0.50,0.91,10.00,75951
1.00,5.00,0.80,0.05,0.00,0.80,137,6240,28,694.70,2851,0.00,0.51,1.38,30.00,35909
1.00,5.00,0.80,0.05,0.75,0.60,103,8300,3308,5964.40,8223,0.00,0.53,0.91,10.00,75349
1.00,5.00,0.80,0.05,1.00,0.30,52,16442,8813,12073.80,16023,0.33,0.57,0.91,0.00,81470
1.00,5.00,0.80,0.05,0.75,0.70,120,7125,2826,4370.00,6154,0.00,0.59,1.38,10.00,74049
1.00,5.00,0.80,0.05,0.75,0.30,52,16442,8489,12540.50,15955,0.11,0.60,2.00,0.00,78110
1.00,5.00,0.80,0.05,0.00,0.90,154,5551,18,1074.90,4124,0.00,0.60,2.00,20.00,41273
1.00,5.00,0.80,0.05,0.75,0.40,69,12391,5272,8790.30,11799,0.00,0.61,1.38,10.00,75377
1.00,5.00,0.80,0.05,0.50,0.10,18,47500,3131,24330.00,46717,0.00,0.61,2.00,20.00,73635
1.00,5.00,0.80,0.05,0.75,0.20,35,24428,11525,17810.20,24110,0.00,0.61,2.00,10.00,78240
1.00,5.00,0.80,0.05,0.75,0.50,86,9941,3911,6392.40,9614,0.33,0.63,0.91,0.00,76037
1.00,5.00,0.80,0.05,1.00,1.00,171,5000,3057,3933.60,4986,0.00,0.63,1.38,10.00,78381
1.00,5.00,0.80,0.05,1.00,0.20,35,24428,13697,18746.70,24034,0.33,0.64,0.91,0.00,82482
1.00,5.00,0.80,0.05,0.75,1.00,171,5000,1842,3125.60,4426,0.00,0.64,1.38,10.00,72981
1.00,5.00,0.80,0.05,0.50,0.30,52,16442,1480,5775.90,12721,0.00,0.64,0.91,10.00,69466
1.00,5.00,0.80,0.05,1.00,0.10,18,47500,24871,35358.90,46326,0.00,0.65,2.00,10.00,88044
1.00,5.00,0.80,0.05,0.50,0.60,103,8300,774,3177.80,6074,0.33,0.68,0.91,0.00,69930
1.00,5.00,0.80,0.05,0.75,0.10,18,47500,16610,30357.50,45321,0.33,0.68,0.91,0.00,84304
1.00,5.00,0.80,0.05,0.50,0.90,154,5551,433,2756.90,4608,0.00,0.71,2.00,20.00,65714
1.00,5.00,0.80,0.05,1.00,0.90,154,5551,2918,4231.00,5132,0.00,0.72,2.00,10.00,78916
1.00,5.00,0.80,0.05,1.00,0.60,103,8300,4377,5864.00,7931,0.33,0.72,1.38,0.00,79290
1.00,5.00,0.80,0.05,1.00,0.40,69,12391,7095,9145.00,11491,0.00,0.73,2.00,20.00,77770
1.00,5.00,0.80,0.05,1.00,0.70,120,7125,3790,5399.00,6928,0.33,0.73,1.38,0.00,79713
1.00,5.00,0.80,0.05,1.00,0.50,86,9941,5435,6987.60,9456,0.33,0.73,1.38,0.00,79924
