Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,182,928.00,3948,0,0.00,0,0.69,2.67,7.73,0.00
1.00,2.00,0.80,1.00,5000,208,1449.00,4276,0,0.00,0,0.33,3.03,9.95,0.00
1.00,2.00,0.80,0.90,5000,1066,2931.50,4834,0,0.00,0,0.22,3.28,7.88,0.00
1.00,2.00,0.80,0.70,5000,172,2294.10,4841,0,0.00,0,1.05,3.48,6.06,0.00
1.00,2.00,0.80,0.60,5000,221,2345.20,3921,0,0.00,0,0.22,3.71,5.81,0.00
1.00,2.00,0.80,0.30,5000,222,1930.40,3688,0,0.00,0,0.94,4.30,6.35,0.00
1.00,2.00,0.80,0.40,5000,328,2887.60,4922,0,0.00,0,0.62,4.31,7.99,0.00
1.00,2.00,0.80,0.50,5000,114,1741.80,3609,0,0.00,0,1.05,4.44,6.93,0.00
1.00,2.00,0.80,0.10,5000,1244,2732.40,4562,0,0.00,0,2.83,5.03,9.47,0.00
1.00,2.00,0.80,0.20,5000,131,2076.90,3634,0,0.00,0,2.47,5.37,9.84,0.00
1.00,2.00,0.80,0.00,5000,484,2234.10,4963,0,0.00,0,1.27,5.94,10.56,0.00
