Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,1.00,171,5000,2739,3808.00,4884,1.85,2.85,5.05,0.00,39741
1.00,5.00,0.80,0.05,0.50,0.90,154,5551,2829,4401.30,5305,1.45,3.01,4.79,0.00,40087
1.00,5.00,0.80,0.05,0.25,0.90,154,5551,1350,4231.10,5549,1.89,3.09,4.46,0.00,39976
1.00,5.00,0.80,0.05,0.00,0.20,35,24428,1277,7742.00,21167,1.02,3.15,5.30,0.00,44672
1.00,5.00,0.80,0.05,0.25,0.40,69,12391,4038,8533.60,11836,1.45,3.19,4.97,0.00,43011
1.00,5.00,0.80,0.05,0.00,0.70,120,7125,316,4166.10,7031,2.25,3.20,5.44,0.00,39859
1.00,5.00,0.80,0.05,0.25,0.60,103,8300,1887,5105.40,7963,1.85,3.22,4.32,0.00,40437
1.00,5.00,0.80,0.05,0.25,0.30,52,16442,6124,10701.30,15313,1.45,3.25,4.79,0.00,43284
1.00,5.00,0.80,0.05,0.00,0.90,154,5551,502,2015.00,4761,0.36,3.30,7.88,0.00,39290
1.00,5.00,0.80,0.05,0.00,0.30,52,16442,690,4860.80,14408,0.11,3.31,5.52,0.00,42888
1.00,5.00,0.80,0.05,0.50,0.40,69,12391,7518,10084.40,12218,1.45,3.44,5.44,0.00,41241
1.00,5.00,0.80,0.05,0.75,1.00,171,5000,3884,4353.40,4960,2.32,3.49,5.55,0.00,40021
1.00,5.00,0.80,0.05,0.50,0.60,103,8300,4479,6473.20,7361,2.32,3.51,4.83,0.00,41876
1.00,5.00,0.80,0.05,0.75,0.90,154,5551,4856,5130.90,5543,2.32,3.51,4.61,0.00,40511
1.00,5.00,0.80,0.05,0.25,0.50,86,9941,3745,6586.70,9748,1.45,3.54,6.82,0.00,41658
1.00,5.00,0.80,0.05,1.00,0.40,69,12391,9971,11459.00,12385,1.89,3.54,4.54,0.00,41237
1.00,5.00,0.80,0.05,0.75,0.30,52,16442,11695,14518.40,16095,2.32,3.55,5.05,0.00,42248
1.00,5.00,0.80,0.05,0.25,0.80,137,6240,1248,3841.40,6006,2.32,3.55,5.81,0.00,40029
1.00,5.00,0.80,0.05,0.75,0.20,35,24428,19826,21535.20,22863,2.79,3.59,4.79,0.00,43912
1.00,5.00,0.80,0.05,0.75,0.60,103,8300,6061,7061.60,7635,2.25,3.59,4.54,0.00,41535
1.00,5.00,0.80,0.05,0.50,0.50,86,9941,6148,8311.10,9784,1.45,3.66,6.39,0.00,41192
1.00,5.00,0.80,0.05,0.25,0.20,35,24428,7921,15975.40,22746,1.05,3.68,5.81,0.00,45350
1.00,5.00,0.80,0.05,1.00,0.80,137,6240,5148,5692.60,6229,2.58,3.72,5.52,0.00,40501
1.00,5.00,0.80,0.05,0.00,0.50,86,9941,191,2999.00,7754,0.98,3.72,6.06,0.00,40739
1.00,5.00,0.80,0.05,0.75,0.70,120,7125,6106,6612.30,7100,2.76,3.73,4.61,0.00,41032
1.00,5.00,0.80,0.05,0.75,0.40,69,12391,6573,9887.30,12380,1.45,3.74,5.15,0.00,41471
1.00,5.00,0.80,0.05,1.00,0.30,52,16442,14344,15601.90,16273,2.11,3.75,5.08,0.00,42147
1.00,5.00,0.80,0.05,1.00,0.70,120,7125,5864,6580.60,7123,1.85,3.76,4.39,0.00,40765
1.00,5.00,0.80,0.05,0.25,0.10,18,47500,5685,26073.90,40029,2.32,3.77,4.97,0.00,49909
1.00,5.00,0.80,0.05,1.00,0.90,154,5551,4526,5236.70,5511,2.14,3.79,4.86,0.00,40533
1.00,5.00,0.80,0.05,0.50,0.30,52,16442,9977,13212.40,15551,1.45,3.82,5.52,0.00,42424
1.00,5.00,0.80,0.05,0.00,0.60,103,8300,223,2594.70,7285,1.34,3.84,6.13,0.00,40653
1.00,5.00,0.80,0.05,1.00,0.20,35,24428,18550,22439.40,24356,1.96,3.86,5.99,0.00,44459
1.00,5.00,0.80,0.05,1.00,0.10,18,47500,41284,45013.00,47447,2.61,3.90,5.26,0.00,50192
1.00,5.00,0.80,0.05,0.50,0.80,137,6240,4358,5077.70,5836,2.40,3.92,5.41,0.00,40652
