Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5000,431,2638.70,4842,0,0.00,0,3.56,4.82,6.17,0.00
1.00,2.00,0.80,0.40,5000,1794,2759.30,4987,0,0.00,0,3.38,4.94,6.46,0.00
1.00,2.00,0.80,0.20,5000,157,1999.20,4920,0,0.00,0,1.81,5.02,7.91,0.00
1.00,2.00,0.80,1.00,5000,1596,3255.80,4975,0,0.00,0,4.43,5.08,6.82,0.00
1.00,2.00,0.80,0.10,5000,1009,3542.40,4612,0,0.00,0,2.54,5.21,7.95,0.00
1.00,2.00,0.80,0.30,5000,707,2266.50,4508,0,0.00,0,3.34,5.26,6.61,0.00
1.00,2.00,0.80,0.90,5000,757,2328.00,4244,0,0.00,0,4.46,5.33,6.61,0.00
1.00,2.00,0.80,0.50,5000,245,2151.90,4127,0,0.00,0,1.16,5.38,7.62,0.00
1.00,2.00,0.80,0.60,5000,189,2905.60,4955,0,0.00,0,4.07,5.56,9.33,0.00
1.00,2.00,0.80,0.70,5000,159,1792.90,4371,0,0.00,0,4.28,5.64,7.99,0.00
1.00,2.00,0.80,0.00,5000,484,2234.10,4963,0,0.00,0,1.27,5.94,10.56,0.00
