Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,830,2386.40,4908,0,0.00,0,0.22,4.15,6.82,0.00
1.00,2.00,0.80,0.90,5000,256,2434.40,4894,0,0.00,0,2.69,4.37,7.77,0.00
1.00,2.00,0.80,1.00,5000,988,2722.50,4445,0,0.00,0,2.90,4.45,7.22,0.00
1.00,2.00,0.80,0.20,5000,172,3517.90,4900,0,0.00,0,3.12,4.53,6.68,0.00
1.00,2.00,0.80,0.60,5000,207,2453.30,4414,0,0.00,0,1.49,4.56,7.66,0.00
1.00,2.00,0.80,0.40,5000,199,2477.90,4752,0,0.00,0,2.32,5.01,9.66,0.00
1.00,2.00,0.80,0.80,5000,73,2572.20,4624,0,0.00,0,2.43,5.11,8.86,0.00
1.00,2.00,0.80,0.50,5000,1021,2618.30,4119,0,0.00,0,2.61,5.11,8.53,0.00
1.00,2.00,0.80,0.10,5000,179,1871.50,4198,0,0.00,0,1.56,5.19,8.64,0.00
1.00,2.00,0.80,0.70,5000,143,1968.40,4314,0,0.00,0,1.96,5.39,10.13,0.00
1.00,2.00,0.80,0.00,5000,484,2234.10,4963,0,0.00,0,1.27,5.94,10.56,0.00
