Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-patching,1.00,2.00,0.80,1.00,5280,0,89.04,477,0,0.00,0,0.62,0.62,0.63,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,5280,5,297.18,1692,0,0.00,0,0.65,0.74,0.76,0.00
cycle-cover,1.00,2.00,0.80,0.90,5280,99,1352.16,5058,0,0.00,0,0.82,1.07,1.40,0.00
rooted-msa,1.00,2.00,0.80,0.30,5280,1102,3580.14,5145,0,0.00,0,1.69,2.10,2.35,0.00
strict-msa,1.00,2.00,0.80,0.40,5280,534,3530.54,5196,0,0.00,0,1.63,2.10,2.45,0.00
baseline,1.00,2.00,0.80,0.00,5280,3,2007.60,4966,0,0.00,0,1.98,2.25,2.43,0.00
