Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,107,531.20,2006,0,0.00,0,0.85,1.17,1.27,0.00
1.00,2.00,0.80,0.20,5000,106,284.80,672,0,0.00,0,0.89,1.19,1.27,0.00
1.00,2.00,0.80,0.80,5000,103,945.50,4035,0,0.00,0,0.95,1.19,1.27,0.00
1.00,2.00,0.80,0.40,5000,113,547.80,3119,0,0.00,0,0.92,1.20,1.26,0.00
1.00,2.00,0.80,0.60,5000,50,181.20,314,0,0.00,0,1.14,1.20,1.26,0.00
1.00,2.00,0.80,1.00,5000,15,191.50,312,0,0.00,0,1.14,1.20,1.25,0.00
1.00,2.00,0.80,0.70,5000,2,621.80,3220,0,0.00,0,1.12,1.21,1.26,0.00
1.00,2.00,0.80,0.90,5000,76,232.20,678,0,0.00,0,1.11,1.21,1.27,0.00
1.00,2.00,0.80,0.50,5000,56,200.00,362,0,0.00,0,1.16,1.23,1.26,0.00
1.00,2.00,0.80,0.10,5000,34,796.80,2574,0,0.00,0,1.14,1.31,1.42,0.00
1.00,2.00,0.80,0.00,5000,80,474.40,2586,0,0.00,0,1.12,1.48,2.17,0.00
