Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,5000,60,623.90,4364,0,0.00,0,1.04,1.47,2.14,0.00
1.00,2.00,0.80,0.60,5000,57,640.70,4723,0,0.00,0,1.11,1.50,2.01,0.00
1.00,2.00,0.80,0.20,5000,74,601.43,3928,0,0.00,0,1.08,1.53,1.96,0.00
1.00,2.00,0.80,0.80,5000,51,679.03,2406,0,0.00,0,1.13,1.53,2.04,0.00
1.00,2.00,0.80,0.90,5000,43,560.30,2048,0,0.00,0,1.04,1.55,2.13,0.00
1.00,2.00,0.80,0.50,5000,57,533.60,3542,0,0.00,0,1.02,1.56,2.16,0.00
1.00,2.00,0.80,0.00,5000,67,805.97,4514,0,0.00,0,1.12,1.56,2.17,0.00
1.00,2.00,0.80,1.00,5000,42,452.03,1877,0,0.00,0,1.14,1.57,2.25,0.00
1.00,2.00,0.80,0.10,5000,46,565.23,3976,0,0.00,0,1.07,1.58,2.03,0.00
1.00,2.00,0.80,0.40,5000,59,609.43,4329,0,0.00,0,0.92,1.59,2.04,0.00
1.00,2.00,0.80,0.30,5000,53,596.43,4357,0,0.00,0,1.12,1.59,2.00,0.00
