Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,105,575.40,2186,0,0.00,0,0.85,1.19,1.28,0.00
1.00,2.00,0.80,0.70,5000,110,401.00,1943,0,0.00,0,1.06,1.20,1.26,0.00
1.00,2.00,0.80,0.90,5000,15,270.00,964,0,0.00,0,1.16,1.21,1.23,0.00
1.00,2.00,0.80,0.20,5000,126,630.10,2845,0,0.00,0,1.20,1.22,1.25,0.00
1.00,2.00,0.80,0.50,5000,91,191.60,353,0,0.00,0,1.18,1.22,1.27,0.00
1.00,2.00,0.80,1.00,5000,110,909.10,4142,0,0.00,0,1.13,1.22,1.26,0.00
1.00,2.00,0.80,0.60,5000,67,140.10,248,0,0.00,0,1.14,1.22,1.26,0.00
1.00,2.00,0.80,0.40,5000,23,158.20,406,0,0.00,0,1.14,1.23,1.33,0.00
1.00,2.00,0.80,0.80,5000,31,463.80,2780,0,0.00,0,1.20,1.23,1.27,0.00
1.00,2.00,0.80,0.10,5000,40,748.60,4754,0,0.00,0,1.15,1.26,1.36,0.00
1.00,2.00,0.80,0.00,5000,80,474.40,2586,0,0.00,0,1.12,1.48,2.17,0.00
