Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,5000,70,298.40,1335,0,0.00,0,0.74,1.17,1.26,0.00
1.00,2.00,0.80,0.60,5000,54,493.00,2635,0,0.00,0,0.98,1.18,1.27,0.00
1.00,2.00,0.80,0.80,5000,67,379.60,2035,0,0.00,0,1.06,1.20,1.25,0.00
1.00,2.00,0.80,0.20,5000,7,951.50,3023,0,0.00,0,1.03,1.20,1.31,0.00
1.00,2.00,0.80,0.90,5000,31,1124.20,3925,0,0.00,0,1.12,1.21,1.25,0.00
1.00,2.00,0.80,0.70,5000,58,513.80,3366,0,0.00,0,1.19,1.22,1.26,0.00
1.00,2.00,0.80,1.00,5000,97,317.90,1062,0,0.00,0,1.14,1.22,1.27,0.00
1.00,2.00,0.80,0.40,5000,146,403.60,1578,0,0.00,0,1.19,1.23,1.26,0.00
1.00,2.00,0.80,0.30,5000,83,675.40,3051,0,0.00,0,1.20,1.23,1.29,0.00
1.00,2.00,0.80,0.10,5000,45,238.00,925,0,0.00,0,1.05,1.25,1.47,0.00
1.00,2.00,0.80,0.00,5000,80,474.40,2586,0,0.00,0,1.12,1.48,2.17,0.00
