Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,0.75,5000,43,950.47,4245,0,0.00,0,0.61,0.76,0.96,0.00
1.00,2.00,0.80,0.40,1.00,5000,43,950.47,4245,0,0.00,0,0.61,0.76,0.96,0.00
1.00,2.00,0.80,0.50,0.75,5000,15,691.03,3941,0,0.00,0,0.62,0.77,0.86,0.00
1.00,2.00,0.80,0.50,1.00,5000,15,691.03,3941,0,0.00,0,0.62,0.77,0.86,0.00
1.00,2.00,0.80,0.40,0.25,5000,97,1304.00,4949,0,0.00,0,0.72,0.84,0.91,0.00
1.00,2.00,0.80,0.50,0.25,5000,38,465.13,4177,0,0.00,0,0.77,0.85,0.93,0.00
1.00,2.00,0.80,0.50,0.50,5000,39,535.77,4369,0,0.00,0,0.72,0.85,0.96,0.00
1.00,2.00,0.80,0.40,0.50,5000,58,475.40,3978,0,0.00,0,0.70,0.87,1.09,0.00
1.00,2.00,0.80,0.90,0.25,5000,106,1026.63,4978,0,0.00,0,0.39,0.87,1.04,0.00
1.00,2.00,0.80,0.30,0.25,5000,61,1004.17,4557,0,0.00,0,0.56,0.88,1.07,0.00
1.00,2.00,0.80,0.60,0.75,5000,37,783.90,3821,0,0.00,0,0.63,0.88,1.28,0.00
1.00,2.00,0.80,0.60,1.00,5000,37,783.90,3821,0,0.00,0,0.63,0.88,1.28,0.00
1.00,2.00,0.80,1.00,0.25,5000,116,691.83,4181,0,0.00,0,0.78,0.88,1.04,0.00
1.00,2.00,0.80,0.30,0.75,5000,121,1507.93,4987,0,0.00,0,0.61,0.89,1.34,0.00
1.00,2.00,0.80,0.30,1.00,5000,121,1507.93,4987,0,0.00,0,0.61,0.89,1.34,0.00
1.00,2.00,0.80,1.00,0.75,5000,87,938.87,4687,0,0.00,0,0.69,0.89,1.38,0.00
1.00,2.00,0.80,1.00,1.00,5000,87,938.87,4687,0,0.00,0,0.69,0.89,1.38,0.00
1.00,2.00,0.80,0.80,0.25,5000,96,958.53,4976,0,0.00,0,0.79,0.89,1.14,0.00
1.00,2.00,0.80,0.90,0.75,5000,47,723.10,4861,0,0.00,0,0.71,0.90,1.37,0.00
1.00,2.00,0.80,0.90,1.00,5000,47,723.10,4861,0,0.00,0,0.71,0.90,1.37,0.00
1.00,2.00,0.80,0.60,0.25,5000,73,788.43,4486,0,0.00,0,0.78,0.90,1.16,0.00
1.00,2.00,0.80,0.70,0.25,5000,34,1589.10,4968,0,0.00,0,0.72,0.91,1.49,0.00
1.00,2.00,0.80,0.80,0.75,5000,52,622.40,3450,0,0.00,0,0.76,0.92,1.28,0.00
1.00,2.00,0.80,0.80,1.00,5000,52,622.40,3450,0,0.00,0,0.76,0.92,1.28,0.00
1.00,2.00,0.80,0.20,0.00,5000,14,982.43,4712,0,0.00,0,0.56,0.92,1.15,0.00
1.00,2.00,0.80,0.80,0.50,5000,133,1030.87,4404,0,0.00,0,0.84,0.92,1.03,0.00
1.00,2.00,0.80,0.70,0.75,5000,33,833.20,4677,0,0.00,0,0.66,0.93,1.39,0.00
1.00,2.00,0.80,0.70,1.00,5000,33,833.20,4677,0,0.00,0,0.66,0.93,1.39,0.00
1.00,2.00,0.80,0.90,0.50,5000,63,1032.77,4996,0,0.00,0,0.81,0.94,1.03,0.00
1.00,2.00,0.80,0.60,0.50,5000,67,754.77,4415,0,0.00,0,0.74,0.94,1.29,0.00
1.00,2.00,0.80,0.50,0.00,5000,22,783.90,4530,0,0.00,0,0.82,0.94,1.05,0.00
1.00,2.00,0.80,0.70,0.50,5000,68,648.47,3560,0,0.00,0,0.85,0.94,1.06,0.00
1.00,2.00,0.80,0.30,0.00,5000,62,568.80,3545,0,0.00,0,0.58,0.95,1.14,0.00
1.00,2.00,0.80,1.00,0.50,5000,106,809.13,3540,0,0.00,0,0.85,0.96,1.05,0.00
1.00,2.00,0.80,0.30,0.50,5000,17,1032.23,3675,0,0.00,0,0.67,0.97,1.22,0.00
1.00,2.00,0.80,0.10,0.50,5000,35,671.53,3416,0,0.00,0,0.62,0.97,1.08,0.00
1.00,2.00,0.80,0.10,0.25,5000,45,726.67,3926,0,0.00,0,0.70,0.98,1.10,0.00
1.00,2.00,0.80,0.20,0.50,5000,29,708.10,4844,0,0.00,0,0.70,0.98,1.17,0.00
1.00,2.00,0.80,0.40,0.00,5000,30,623.23,3451,0,0.00,0,0.81,0.99,1.32,0.00
1.00,2.00,0.80,0.10,0.00,5000,10,735.10,4254,0,0.00,0,0.73,0.99,1.10,0.00
1.00,2.00,0.80,0.20,0.25,5000,53,840.53,4819,0,0.00,0,0.73,0.99,1.16,0.00
1.00,2.00,0.80,0.90,0.00,5000,22,882.97,4455,0,0.00,0,0.88,0.99,1.04,0.00
1.00,2.00,0.80,0.70,0.00,5000,20,698.10,4234,0,0.00,0,0.86,1.00,1.17,0.00
1.00,2.00,0.80,1.00,0.00,5000,140,719.27,3403,0,0.00,0,0.88,1.01,1.06,0.00
1.00,2.00,0.80,0.80,0.00,5000,79,933.17,4158,0,0.00,0,0.83,1.01,1.08,0.00
1.00,2.00,0.80,0.10,0.75,5000,54,1167.27,4858,0,0.00,0,0.73,1.01,1.10,0.00
1.00,2.00,0.80,0.10,1.00,5000,54,1167.27,4858,0,0.00,0,0.73,1.01,1.10,0.00
1.00,2.00,0.80,0.60,0.00,5000,96,1065.07,4916,0,0.00,0,0.88,1.01,1.17,0.00
1.00,2.00,0.80,0.20,0.75,5000,37,908.13,4907,0,0.00,0,0.69,1.05,1.26,0.00
1.00,2.00,0.80,0.20,1.00,5000,37,908.13,4907,0,0.00,0,0.69,1.05,1.26,0.00
1.00,2.00,0.80,0.00,0.00,5000,67,805.97,4514,0,0.00,0,1.12,1.56,2.17,0.00
